PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC3702421.nxml.gz	0	['Aboriginal birth cohort (ABC): a prospective cohort study of early life determinants of adiposity and associated risk factors among Aboriginal people in Canada\n\nAbstract\n\nBackground\nAboriginal people living in Canada have a high prevalence of obesity, type 2 diabetes, and cardiovascular disease (CVD).']	(0, 302)
PMC3702421.nxml.gz	1	['To better understand the pre and postnatal influences on the development of adiposity and related cardio-metabolic factors in adult Aboriginal people, we will recruit and follow prospectively Aboriginal pregnant mothers and their children – the Aboriginal Birth Cohort (ABC) study.']	(303, 584)
PMC3702421.nxml.gz	2	['Methods/design\nWe aim to recruit 300 Aboriginal pregnant mothers and their newborns from the Six Nations Reserve, and follow them prospectively to age 3 years.']	(586, 745)
PMC3702421.nxml.gz	3	['Key details of environment and health including maternal nutrition, glucose tolerance, physical activity, and weight gain will be collected.']	(746, 886)
PMC3702421.nxml.gz	4	['At birth, cord blood and placenta samples will be collected, as well as newborn anthropometric measurements.']	(887, 995)
PMC3702421.nxml.gz	5	['Mothers and offspring will be followed annually with serial measurements of diet and physical activity, growth trajectory, and adiposity.']	(996, 1133)
PMC3702421.nxml.gz	6	['Discussion\nThere is an urgent need to understand maternal and child factors that underlie the early development of adiposity and type 2 diabetes in Aboriginal people.']	(1135, 1301)
PMC3702421.nxml.gz	7	['The information generated from this cohort will assist the Six Nations community in developing interventions to prevent early adiposity in Aboriginal children.']	(1302, 1461)
PMC3702421.nxml.gz	8	['Background\nPeople of Aboriginal ancestry are a rapidly growing population in Canada.']	(1463, 1547)
PMC3702421.nxml.gz	9	['There are over 1.2 million Aboriginal people living in Canada, and the birth rate among Aboriginal people is 1.5 times that of the general population [1].']	(1548, 1702)
PMC3702421.nxml.gz	10	['Aboriginal adults suffer a high prevalence of obesity, type 2 diabetes, and cardiovascular disease (CVD) compared to their non-Aboriginal counterparts [2].']	(1703, 1858)
PMC3702421.nxml.gz	11	['Furthermore, the prevalence of type 2 diabetes among Aboriginal youth is disproportionately higher compared to other youth in Canada [3].']	(1859, 1996)
PMC3702421.nxml.gz	12	['The increased prevalence of obesity and diabetes among Aboriginal people is highly correlated with their adoption of western lifestyle practices (i.e.']	(1997, 2147)
PMC3702421.nxml.gz	13	['high energy intake and low physical activity).']	(2148, 2194)
PMC3702421.nxml.gz	14	['However, emerging evidence suggests that the propensity to develop obesity and type 2 diabetes is influenced by both the pre and postnatal environment which shapes developmental growth trajectories throughout the offsprings’ life [4].']	(2195, 2429)
PMC3702421.nxml.gz	15	['To better understand the pre and postnatal influences on the development of adiposity and related cardio-metabolic factors (i.e.']	(2430, 2558)
PMC3702421.nxml.gz	16	['abnormal glucose, insulin, blood pressure, and lipids) in Aboriginal people, we propose to recruit and follow prospectively Aboriginal pregnant mothers and their offspring from the Six Nations Reserve near Brantford, Ontario and surrounding areas.']	(2559, 2806)
PMC3702421.nxml.gz	17	['This Aboriginal birth cohort (ABC) study will enhance our understanding of the determinants of adiposity, type 2 diabetes and related cardio-metabolic factors in Aboriginal people, with the ultimate goal of developing chronic disease prevention strategies for this high-risk group.']	(2807, 3088)
PMC3702421.nxml.gz	18	['Study rationale\n\nAboriginal people of the Six Nations\nThe Six Nations Reserve in Brant County, Ontario, Canada took its present form of 20,000 hectares in 1847, and is now home to over 12,000 Aboriginal people [5].']	(3090, 3304)
PMC3702421.nxml.gz	19	['The traditional lifestyle of the Six Nations people included agricultural farming, hunting and fishing but the increase in permanent settlements during the second half of the 20th century led to their growing dependence on store-bought foods, and an increased dependence on automobiles and other energy-saving devices.']	(3305, 3623)
PMC3702421.nxml.gz	20	['Since 1998, our research group has worked closely with the people of the Six Nations to document CVD risk factors, and subsequently to facilitate interventions to reduce these risks for CVD [2,5-13].']	(3624, 3823)
PMC3702421.nxml.gz	21	['In a previous study we conducted among the Six Nations adults, 60% of men and 55% of women were obese (BMI (≥30\xa0kg/m2), compared to 32% and 24% of non-Aboriginal men and women in Canada respectively [2].']	(3824, 4027)
PMC3702421.nxml.gz	22	['In addition, the prevalence of glucose intolerance, dyslipidemia, tobacco use, and CVD was significantly higher among Six Nations adults compared to age and sex matched Canadians of European origin [2].']	(4028, 4230)
PMC3702421.nxml.gz	23	['Furthermore, community level factors such as the built environment, access and affordability of healthy foods, and easy access and affordability of tobacco likely influences the development of adverse health behaviours [14].']	(4231, 4455)
PMC3702421.nxml.gz	24	['More recently our investigations have focused on pregnancy and early childhood as it represents a time period when chronic disease prevention may have the greatest impact [15].']	(4456, 4632)
PMC3702421.nxml.gz	25	['Early origins of adiposity and related metabolic changes\nChildhood obesity is attributable to environmental changes leading to increased energy intake and lower physical activity.']	(4634, 4813)
PMC3702421.nxml.gz	26	['Despite significant population-level changes, there is increasing evidence that a complex interplay of genetics, epigenetics, and non-genetic factors also interact to “program” a newborn to be more or less prone to develop excess adiposity depending on the environment to which it is exposed [16].']	(4814, 5111)
PMC3702421.nxml.gz	27	['The focus of this study is to determine the key exposures (before, during, and after pregnancy), which strongly influence the offspring’s weight and adiposity from birth until early childhood.']	(5112, 5304)
PMC3702421.nxml.gz	28	['Rationale for the creation of an Aboriginal birth cohort\nThere are numerous birth cohorts underway around the world, and most are being conducted among white Caucasian populations.']	(5306, 5486)
PMC3702421.nxml.gz	29	['To our knowledge, there are no Aboriginal birth cohorts in Canada and in addition to the PIMA Indian studies in the US [17] we only identified one other birth cohort study being conducted in Indigenous people in Australia [18].']	(5487, 5714)
PMC3702421.nxml.gz	30	['Creation of an Aboriginal specific birth cohort is important for three reasons: 1) among children and youth of Canada, Aboriginal children have the highest rate of type 2 diabetes [3], and are therefore are a high risk population, 2) robust health information derived from within Aboriginal communities will provide them with culturally specific information needed to plan prevention programs [19], and 3) multi-ethnic comparisons between high risk and low risk groups lead to new understandings of disease pathogenesis as we have demonstrated among adults [11].']	(5715, 6277)
PMC3702421.nxml.gz	31	['Contextual factors which influence adiposity\nThe Six Nations community suffers from extensive socioeconomic hardship with high rates of unemployment, low income, and only a small proportion of community members have post-secondary education [9].']	(6279, 6524)
PMC3702421.nxml.gz	32	['This social disadvantage is strongly associated with obesity, tobacco use, diabetes and CVD among the Six Nations people [9].']	(6525, 6650)
PMC3702421.nxml.gz	33	['Socioeconomic status (SES) also strongly influences the home environment provided to the newborn and is likely associated with health behaviours including breast feeding, dietary intake, tobacco use, and activity patterns.']	(6651, 6873)
PMC3702421.nxml.gz	34	['Low SES is also associated with maternal health post partum including mental health conditions (i.e.']	(6874, 6974)
PMC3702421.nxml.gz	35	['depression and anxiety), as well as domestic violence [20,21].']	(6975, 7037)
PMC3702421.nxml.gz	36	['Aboriginal women in Canada are much more likely to have low household incomes, greater social disadvantage, and greater psychosocial stressors compared to non-Aboriginal women, and there is sparse data regarding social support [22].']	(7038, 7270)
PMC3702421.nxml.gz	37	['It is likely that low SES interacts with other risk factors, i.e.']	(7271, 7336)
PMC3702421.nxml.gz	38	['diet, activity, alcohol intake, and smoking which together contribute to adverse birth outcomes and increased infant morbidity [23].']	(7337, 7469)
PMC3702421.nxml.gz	39	['In ABC we measure key contextual factors (i.e.']	(7470, 7516)
PMC3702421.nxml.gz	40	['SES, antenatal and postpartum depression, domestic violence, and social support) and will test their association with feeding, activity and adiposity in the growing offspring.']	(7517, 7692)
PMC3702421.nxml.gz	41	['Genetics and epigenetics\nTo our knowledge the contribution of common genetic polymorphisms to the development of adiposity and cardio-metabolic traits has not been comprehensively investigated among newborns.']	(7694, 7902)
PMC3702421.nxml.gz	42	['Furthermore, the modulation of the genetic effects by in utero characteristics, postnatal diet, activity, and postnatal rate of weight gain in relation to the growing offspring’s adiposity has not been investigated.']	(7903, 8118)
PMC3702421.nxml.gz	43	['There is emerging evidence from model systems and human placentas that early exposure to environmental factors – including in utero environment – produce epigenetic modifications leading to changes in gene expression, metabolic profile, and infant growth [24].']	(8119, 8379)
PMC3702421.nxml.gz	44	['Maternal malnutrition, overnutrition and smoking exposure can induce epigenetic modifications of the fetal genome.']	(8380, 8494)
PMC3702421.nxml.gz	45	['The impact of early environmental exposures on epigenetic markers has not been systematically studied in humans partly due to technological barriers.']	(8495, 8644)
PMC3702421.nxml.gz	46	['However chip-based epigenetic measurements can now be made with a high degree of precision and reproducibility.']	(8645, 8756)
PMC3702421.nxml.gz	47	['Creation of ABC with its longitudinal assessment of nutritional and metabolic risk factors during pregnancy (i.e.']	(8757, 8870)
PMC3702421.nxml.gz	48	['fetal environment), at birth and up to 3\xa0years of age for the index child, provides a unique opportunity to characterize how early environmental exposures interact with genetic variants that in turn program lifelong adverse health trajectories.']	(8871, 9115)
PMC3702421.nxml.gz	49	['By studying mothers and their offspring, and through our participation in large genetics consortia, we will be able to study gene–environment interactions on the development of risk factors and adiposity in early childhood.']	(9116, 9339)
PMC3702421.nxml.gz	50	['Study objectives\n\nPrimary objectives\n1.']	(9341, 9380)
PMC3702421.nxml.gz	51	['Determine the major antenatal maternal factors (e.g.']	(9381, 9433)
PMC3702421.nxml.gz	52	['pre-pregnancy weight, weight gain, dietary intake, physical activity, and smoking exposure), selected paternal factors (e.g.']	(9434, 9558)
PMC3702421.nxml.gz	53	['cigarette smoking), and pregnancy factors (e.g.']	(9559, 9606)
PMC3702421.nxml.gz	54	['maternal weight gain, smoking exposure, glucose intolerance, and pregnancy-induced hypertension) which are associated with the newborn’s adiposity and cardio-metabolic factors at birth, and annually for the first three years of life.']	(9607, 9840)
PMC3702421.nxml.gz	55	['2.']	(9841, 9843)
PMC3702421.nxml.gz	56	['Determine the association between early feeding practices (i.e.']	(9844, 9907)
PMC3702421.nxml.gz	57	['exclusivity of breastfeeding, formula feeding, type, frequency and duration of breast/bottle feeding, and growth after weaning), sleep patterns and activity on newborn’s adiposity, and related cardio-metabolic factors annually for the first 3\xa0years of life.']	(9908, 10165)
PMC3702421.nxml.gz	58	['3.']	(10166, 10168)
PMC3702421.nxml.gz	59	['Determine the impact of the home environment, including socio-economic status, social support, and maternal psychosocial factors on newborn’s adiposity at birth and annually for the first three years of life.']	(10169, 10377)
PMC3702421.nxml.gz	60	['Secondary objectives :\n4.']	(10379, 10404)
PMC3702421.nxml.gz	61	['To determine if the rate of breastfeeding increases with a prenatal education and breastfeeding training focused on a family member or support person.']	(10405, 10555)
PMC3702421.nxml.gz	62	['5.']	(10556, 10558)
PMC3702421.nxml.gz	63	['To study the association between selected genetic variants and epigenetic marks of the mother and offspring on the offspring’s adiposity and related cardio-metabolic factors.']	(10559, 10733)
PMC3702421.nxml.gz	64	['6.']	(10734, 10736)
PMC3702421.nxml.gz	65	['To investigate the association between maternal diet in pregnancy, and infant diet with the infant microbiome at 1\xa0year, and determine the association between the infant microbiome and child health outcomes.']	(10737, 10944)
PMC3702421.nxml.gz	66	['7.']	(10945, 10947)
PMC3702421.nxml.gz	67	['To determine if there are differences in birth weight and adiposity (corrected for gestational age and sex) comparing Aboriginal newborns to an existing cohort of white Caucasian and South Asian newborns in Canada.']	(10948, 11162)
PMC3702421.nxml.gz	68	['8.']	(11163, 11165)
PMC3702421.nxml.gz	69	['To qualitatively explore grandmothers’ beliefs regarding optimal health behaviours for women during the perinatal period, to determine how these compare to evidence-based knowledge about health behaviours and to identify opportunities for knowledge translation interventions.']	(11166, 11441)
