PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC4821682.nxml.gz	0	['Maternal Prenatal Iron Status and Tissue Organization in the Neonatal Brain\n\nAbstract\n\nBackground\nChildren prenatally exposed to inadequate iron have poorer motor and neurocognitive development.']	(0, 194)
PMC4821682.nxml.gz	1	['No prior study to our knowledge has assessed the influence of maternal prenatal iron intake on newborn brain tissue organization in fullterm infants.']	(195, 344)
PMC4821682.nxml.gz	2	['Methods\n3rdtrimester daily iron intake was obtained using the Automated SelfAdministered 24hour Dietary Recall with n =40 healthy pregnant adolescents (14–19 years old).']	(346, 515)
PMC4821682.nxml.gz	3	['Cord blood ferritin was collected in a subsample ( n =16).']	(516, 574)
PMC4821682.nxml.gz	4	['Newborn (m=39 gestational weeks at birth; range 37–41) Neonatal MRI scans were acquired on a 3.0 Tesla MR Scanner.']	(575, 689)
PMC4821682.nxml.gz	5	['Diffusion Tensor Imaging (DTI) slices were acquired to measure the directional diffusion of water indexed by fractional anisotropy (FA).']	(690, 826)
PMC4821682.nxml.gz	6	['Results\nReported iron intake was inversely associated with newborn FA values ( P ≤ .0001) predominantly in cortical gray matter.']	(828, 956)
PMC4821682.nxml.gz	7	['FA findings were similar using cord blood ferritin values.']	(957, 1015)
PMC4821682.nxml.gz	8	['Conclusion\nHigher maternal prenatal iron intake accentuates, and lower intake attenuates, the normal age–related decline in FA values in gray matter, perhaps representing increasing dendritic arborization and synapse formation with higher iron intake.']	(1017, 1268)
PMC4821682.nxml.gz	9	['These DTI results suggest that typical variation in maternal iron outside the scope of standard clinical surveillance exerts subtle effects on infant brain development.']	(1269, 1437)
PMC4821682.nxml.gz	10	['INTRODUCTION\nIron, an abundant micronutrient, is essential for optimal brain growth in utero .']	(1439, 1533)
PMC4821682.nxml.gz	11	['Nevertheless, 35–58% of healthy women have some degree of iron deficiency (1), with rates even higher during pregnancy (2), even in well–resourced countries such as the United States (3).']	(1534, 1721)
PMC4821682.nxml.gz	12	['Worldwide, 50% of pregnant women are anemic (2).']	(1722, 1770)
PMC4821682.nxml.gz	13	['Iron deficiency for the fetus most often is found to occur as a consequence of severe maternal iron deficiency anemia, frequently due to poor compliance with maternal iron supplementation, but can occur with other gestational conditions (e.g., diabetes, hypertension, cigarette smoking) (4).']	(1771, 2062)
PMC4821682.nxml.gz	14	['Sufficient iron availability in the developing fetal brain is essential to support neuronal and glial energy metabolism, dendritic arborization, synaptogenesis, neurotransmitter synthesis, and emerging myelination (5).']	(2063, 2281)
PMC4821682.nxml.gz	15	['Animal models demonstrate that prenatal brain iron deficiency leads to impaired hippocampal functioning and neurochemical abnormalities (6), which in turn adversely affect learning and memory (7).']	(2282, 2478)
PMC4821682.nxml.gz	16	['Fetal and early neonatal iron deficiency in rodents produces less linear growth of dendrites and disordered dendritic branches in the hippocampus that persist into adulthood (6,8).']	(2479, 2659)
PMC4821682.nxml.gz	17	['Animal models have shown that perinatal iron deficiency also is associated with delayed myelination of subcortical white matter (9), and decreased myelin content in cerebellar white matter as assessed histopathologically (10).']	(2660, 2886)
PMC4821682.nxml.gz	18	['This latter study of cerebellar white matter modeled human gestational iron deficiency most closely in rodents by continuing it only until testing at PND 11, the developmental equivalent of term human birth.']	(2887, 3094)
PMC4821682.nxml.gz	19	['Consistent with these findings from animal studies, newborns with a low iron profile have poorer auditory recognition memory at birth (11), poorer explicit (delayed imitation recall) memory performance until the age of 4 years (12), and poorer performance on tests of general motor and neurocognitive development (13).']	(3095, 3413)
PMC4821682.nxml.gz	20	['Children born with low cord blood ferritin, the major storage form of iron, have greater academic problems in school and impaired immediate recall memory, delayed recall memory, and working memory for their age (for a summary of findings see (7)).']	(3414, 3661)
PMC4821682.nxml.gz	21	['Infants with cord ferritin concentrations in the lowest quartile showed by the age of 5 years less developed language abilities, fine and gross motor movement, and attention (14).']	(3662, 3841)
PMC4821682.nxml.gz	22	['To date, only two studies (11) (15) have examined maternal prenatal iron status as a function of iron accretion (as indexed by cord blood ferritin) in relation to newborn brain characteristics in those born full term.']	(3842, 4059)
PMC4821682.nxml.gz	23	['Both studies used electrophysiological recordings and suggested that deficient fetal–neonatal iron status is associated with abnormal newborn brain development in cortical gray matter and axonal pathways.']	(4060, 4264)
PMC4821682.nxml.gz	24	['In one study of 23 newborns (38–42 weeks postmenstrual age (PMA)), 9 infants with suspected brain iron deficiency (based on cord ferritin ≤ 34 μg/L) had shorter latencies to the peak components of an ERP in response to auditory stimuli (11), suggesting either altered transmission time in the nervous system that may be related to the degree of myelination, or a lack of sustained neural activity representing differences in the formation and function of axons, dendrites, and synapses.']	(4265, 4751)
PMC4821682.nxml.gz	25	['In contrast, in a study of 45 newborns (gestational age at birth >35 weeks, tested 24–48 hours after birth), 12 with latent iron deficiency (based on cord ferritin < 37 μg/L) had prolonged inter–peak latencies in an auditory brainstem evoked responses (15) indicating the presence of slowed nerve conduction velocity, which was interpreted as possibly representing reduced myelination of the auditory nerve.']	(4752, 5159)
PMC4821682.nxml.gz	26	['Diffusion Tensor Imaging (DTI) measures diffusion of water.']	(5160, 5219)
PMC4821682.nxml.gz	27	['The degree of its directionality, quantified as fractional anisotropy (FA), represents the organization and integrity of brain tissue.']	(5220, 5354)
PMC4821682.nxml.gz	28	['DTI studies in newborn brains have shown that FA within white matter increases with gestational age (16,17).']	(5355, 5463)
PMC4821682.nxml.gz	29	['Although one prior DTI study detected variation in white matter development related to diet in infancy (18), to date no DTI study to our knowledge has assessed the influence of maternal prenatal iron intake on DTI–based measures of newborn brain development.']	(5464, 5722)
PMC4821682.nxml.gz	30	['Iron deficiency induces disturbances in brain development that could influence FA independently in white and gray matter.']	(5723, 5844)
PMC4821682.nxml.gz	31	['In this study, we used DTI to evaluate newborn brain tissue organization in relation to maternal prenatal iron status so as to determine whether and how maternal iron intake affects newborn brain structure.']	(5845, 6051)
PMC4821682.nxml.gz	32	['Between 34–36 gestational weeks, maternal reports of iron intake were obtained via self–report; for a subsample, cord blood ferritin was collected at birth.']	(6052, 6208)
PMC4821682.nxml.gz	33	['During the 3rdtrimester, the fetus accumulates iron at a dramatic average rate of 1.35 mg/kg of fetal weight, maintaining an average iron content of 75 mg/kg of body weight during this period of rapid brain development (4,19).']	(6209, 6435)
PMC4821682.nxml.gz	34	['We recruited pregnant, generally healthy adolescents (ages 14–19 years old) because they are at high risk for iron deficiency due to the demands of maternal growth in addition to those of the developing fetus (20).']	(6436, 6650)
PMC4821682.nxml.gz	35	['RESULTS\nForty young pregnant women and neonates completed the study.']	(6652, 6720)
PMC4821682.nxml.gz	36	['The sample was predominantly Latina, and the infants were born at term and at typical weight (Table 1).']	(6721, 6824)
PMC4821682.nxml.gz	37	['However, because gestational age at birth and PMA at scan varied across infants and are known to influence FA values, these variables were included as covariates in all analyses.']	(6825, 7003)
PMC4821682.nxml.gz	38	['Based on 3rdtrimester responses to the web–based Automated Self–Administered Dietary 24–hour recall (ASA24), as well as micronutrient estimates from prenatal vitamins, participants reported an average daily intake of 2,443 calories (1214.54 SD) that included 40.59 mg of iron (16.74 SD) (Table 2).']	(7004, 7301)
PMC4821682.nxml.gz	39	['However, 20% were getting less than the U.S.']	(7302, 7346)
PMC4821682.nxml.gz	40	['Recommended Daily Allowance (RDA) (21) of 27 mg iron for pregnant women.']	(7347, 7419)
PMC4821682.nxml.gz	41	['Moreover, although the majority of participants endorsed taking prenatal vitamins, 58% had blood hemoglobin levels below normal (< 11 g/L in the 3rdtrimester), and 14% were at the criterion for mild anemia (<10 g/L) (2); 58% had low hematocrit values (lower than 33% red blood cells to plasma volume) (22).']	(7420, 7726)
PMC4821682.nxml.gz	42	['For the subsample ( n =16) for whom we had cord blood serum ferritin concentrations, 3 had significantly elevated ferritin concentrations (>370 μg/L), indicating probable perinatal inflammation (19); as an a priori decision, all analyses are reported excluding these subjects though we ran analyses including them and the results did not differ.']	(7727, 8072)
PMC4821682.nxml.gz	43	['Two infants had ferritin values in the lowest quartile (<76 μg/L) in one classification (4) and a third infant was close to it, at 77μg/L (14); 4 were in this category based on another classification (< 82μg/L)(4).']	(8073, 8287)
