PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2671168.nxml.gz	0	['Preconceptional Folate Supplementation and the Risk of Spontaneous Preterm Birth: A Cohort Study\n\nAbstract:TOC\nIn an analysis of a cohort of pregnant women, Radek Bukowski and colleagues describe an association between taking folic acid supplements and a reduction in the risk of preterm birth.']	(0, 294)
PMC2671168.nxml.gz	1	['Abstract\n\nBackground\nLow plasma folate concentrations in pregnancy are associated with preterm birth.']	(296, 397)
PMC2671168.nxml.gz	2	['Here we show an association between preconceptional folate supplementation and the risk of spontaneous preterm birth.']	(398, 515)
PMC2671168.nxml.gz	3	['Methods and Findings\nIn a cohort of 34,480 low-risk singleton pregnancies enrolled in a study of aneuploidy risk, preconceptional folate supplementation was prospectively recorded in the first trimester of pregnancy.']	(517, 733)
PMC2671168.nxml.gz	4	['Duration of pregnancy was estimated based on first trimester ultrasound examination.']	(734, 818)
PMC2671168.nxml.gz	5	['Natural length of pregnancy was defined as gestational age at delivery in pregnancies with no medical or obstetrical complications that may have constituted an indication for delivery.']	(819, 1003)
PMC2671168.nxml.gz	6	['Spontaneous preterm birth was defined as duration of pregnancy between 20 and 37 wk without those complications.']	(1004, 1116)
PMC2671168.nxml.gz	7	['The association between preconceptional folate supplementation and the risk of spontaneous preterm birth was evaluated using survival analysis.']	(1117, 1260)
PMC2671168.nxml.gz	8	['Comparing to no supplementation, preconceptional folate supplementation for 1 y or longer was associated with a 70% decrease in the risk of spontaneous preterm delivery between 20 and 28 wk (41 [0.27%] versus 4 [0.04%] spontaneous preterm births, respectively; HR 0.22, 95% confidence interval [CI] 0.08–0.61, p \u200a=\u200a0.004) and a 50% decrease in the risk of spontaneous preterm delivery between 28 and 32 wk (58 [0.38%] versus 12 [0.18%] preterm birth, respectively; HR 0.45, 95% CI 0.24–0.83, p \u200a=\u200a0.010).']	(1261, 1765)
PMC2671168.nxml.gz	9	['Adjustment for maternal characteristics age, race, body mass index, education, marital status, smoking, parity, and history of prior preterm birth did not have a material effect on the association between folate supplementation for 1 y or longer and spontaneous preterm birth between 20 and 28, and 28 to 32 wk (adjusted HR 0.31, 95% CI 0.11–0.90, p \u200a=\u200a0.031 and 0.53, 0.28–0.99, p \u200a=\u200a0.046, respectively).']	(1766, 2172)
PMC2671168.nxml.gz	10	['Preconceptional folate supplementation was not significantly associated with the risk of spontaneous preterm birth beyond 32 wk.']	(2173, 2301)
PMC2671168.nxml.gz	11	['The association between shorter duration (<1 y) of preconceptional folate supplementation and the risk of spontaneous preterm birth was not significant after adjustment for maternal characteristics.']	(2302, 2500)
PMC2671168.nxml.gz	12	['However, the risk of spontaneous preterm birth decreased with the duration of preconceptional folate supplementation (test for trend of survivor functions, p \u200a=\u200a0.01) and was the lowest in women who used folate supplementation for 1 y or longer.']	(2501, 2746)
PMC2671168.nxml.gz	13	['There was also no significant association with other complications of pregnancy studied after adjustment for maternal characteristics.']	(2747, 2881)
PMC2671168.nxml.gz	14	['Conclusions\nPreconceptional folate supplementation is associated with a 50%–70% reduction in the incidence of early spontaneous preterm birth.']	(2883, 3025)
PMC2671168.nxml.gz	15	['The risk of early spontaneous preterm birth is inversely proportional to the duration of preconceptional folate supplementation.']	(3026, 3154)
PMC2671168.nxml.gz	16	['Preconceptional folate supplementation was specifically related to early spontaneous preterm birth and not associated with other complications of pregnancy.']	(3155, 3311)
PMC2671168.nxml.gz	17	["Abstract:EDITOREditors' Summary\n\nBackground\nMost pregnancies last about 40 weeks, but sometimes the new family member arrives early."]	(3313, 3445)
PMC2671168.nxml.gz	18	['Every year, half a million babies in the United States (12.5% of all babies) are born prematurely (before 37 completed weeks of pregnancy).']	(3446, 3585)
PMC2671168.nxml.gz	19	['Sadly, premature babies are more likely to die than full-term babies and many have short- and/or long-term health problems.']	(3586, 3709)
PMC2671168.nxml.gz	20	['Premature babies often have breathing problems, they are susceptible to life-threatening infections, and they are more likely to have learning and developmental disabilities than those born on time.']	(3710, 3908)
PMC2671168.nxml.gz	21	['The severity of these health problems depends on the degree of prematurity—preterm babies born between 34 and 36 weeks of pregnancy rarely develop severe disabilities, but a quarter of babies born before 28 weeks of pregnancy develop serious lasting disabilities and half have learning and behavioral problems.']	(3909, 4219)
PMC2671168.nxml.gz	22	['Although doctors have identified some risk factors for early delivery (for example, smoking), it is impossible to predict who will have an early birth and there is no effective way to prevent preterm births.']	(4220, 4427)
PMC2671168.nxml.gz	23	['Why Was This Study Done?']	(4429, 4453)
PMC2671168.nxml.gz	24	['Some researchers think that folate supplements may prevent preterm births.']	(4454, 4528)
