PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2950122.nxml.gz	0	['A Field Training Guide for Human Subjects Research Ethics\n\nAbstract:TOC\nMaria Merritt and colleagues report on a Field Training Guide for Human Subjects Research Ethics that they have developed to help train field workers in ethics for research.']	(0, 245)
PMC2950122.nxml.gz	1	['Summary Points\nCommunity trials of interventions to address major global causes of illness and death are often located in low-resource settings, where research findings will be most directly applicable.']	(247, 449)
PMC2950122.nxml.gz	2	['Although investigators delegate research activities involving human subject contact to local field workers, they retain ultimate responsibility for human subject protection and scientific integrity.']	(450, 648)
PMC2950122.nxml.gz	3	['To train every cadre of field worker in research ethics requires simplified training guidelines that can be easily translated and adapted for use in a wide variety of settings and cultural frameworks, especially where field workers have limited formal education.']	(649, 911)
PMC2950122.nxml.gz	4	['Field workers need appropriate training materials, tailored to varying levels of human subject responsibility, that focus on basic principles of community research.']	(912, 1076)
PMC2950122.nxml.gz	5	['We have produced a Field Training Guide for Human Subjects Research Ethics, which is freely available to the public.']	(1077, 1193)
PMC2950122.nxml.gz	6	['In this article we address how to identify field training needs and meet high standards of research ethics at every level of human subject interaction.']	(1194, 1345)
PMC2950122.nxml.gz	7	["The Training Gap\nInvestigators who conduct research with human subjects are responsible for the protection of participants' rights, safety, and welfare, and for scientific integrity[1]–[6]."]	(1347, 1536)
PMC2950122.nxml.gz	8	['Each investigator and research site must look to the local laws and ethical standards that apply to their role in a research project[7].']	(1537, 1673)
PMC2950122.nxml.gz	9	['As a matter of routine practice, investigators often delegate to other study team members research activities involving direct contact with human participants.']	(1674, 1833)
PMC2950122.nxml.gz	10	['We propose the term data collector to designate a distinct role on the study team for field workers who seek informed consent or collect data through direct contact with individuals.']	(1834, 2016)
PMC2950122.nxml.gz	11	["When investigators delegate such activities to data collectors, the investigators' ultimate responsibility for human subject protection and scientific integrity is in no way diminished and requires them to train these personnel in the principles and practice of research ethics."]	(2017, 2295)
PMC2950122.nxml.gz	12	['Due to a lack of standard training guidelines specific to field workers in low-resource settings, training may vary between sites and principal investigators.']	(2296, 2454)
PMC2950122.nxml.gz	13	['Consequently, the effective implementation of research ethics principles may also vary widely and arbitrarily across settings.']	(2455, 2581)
