PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2639379.nxml.gz	0	['Misperceived pre-pregnancy body weight status predicts excessive gestational weight gain: findings from a US cohort study\n\nAbstract\n\nBackground\nExcessive gestational weight gain promotes poor maternal and child health outcomes.']	(0, 227)
PMC2639379.nxml.gz	1	['Weight misperception is associated with weight gain in non-pregnant women, but no data exist during pregnancy.']	(228, 338)
PMC2639379.nxml.gz	2	['The purpose of this study was to examine the association of misperceived pre-pregnancy body weight status with excessive gestational weight gain.']	(339, 484)
PMC2639379.nxml.gz	3	['Methods\nAt study enrollment, participants in Project Viva reported weight, height, and perceived body weight status by questionnaire.']	(486, 619)
PMC2639379.nxml.gz	4	['Our study sample comprised 1537 women who had either normal or overweight/obese pre-pregnancy BMI.']	(620, 718)
PMC2639379.nxml.gz	5	["We created 2 categories of pre-pregnancy body weight status misperception: normal weight women who identified themselves as overweight ('overassessors') and overweight/obese women who identified themselves as average or underweight ('underassessors')."]	(719, 970)
PMC2639379.nxml.gz	6	['Women who correctly perceived their body weight status were classified as either normal weight or overweight/obese accurate assessors.']	(971, 1105)
PMC2639379.nxml.gz	7	['We performed multivariable logistic regression to determine the odds of excessive gestational weight gain according to 1990 Institute of Medicine guidelines.']	(1106, 1263)
PMC2639379.nxml.gz	8	['Results\nOf the 1029 women with normal pre-pregnancy BMI, 898 (87%) accurately perceived and 131 (13%) overassessed their weight status.']	(1265, 1400)
PMC2639379.nxml.gz	9	['508 women were overweight/obese, of whom 438 (86%) accurately perceived and 70 (14%) underassessed their pre-pregnancy weight status.']	(1401, 1534)
PMC2639379.nxml.gz	10	['By the end of pregnancy, 823 women (54%) gained excessively.']	(1535, 1595)
PMC2639379.nxml.gz	11	['Compared with normal weight accurate assessors, the adjusted odds of excessive gestational weight gain was 2.0 (95% confidence interval [CI]: 1.3, 3.0) in normal weight overassessors, 2.9 (95% CI: 2.2, 3.9) in overweight/obese accurate assessors, and 7.6 (95% CI: 3.4, 17.0) in overweight/obese underassessors.']	(1596, 1906)
PMC2639379.nxml.gz	12	['Conclusion\nMisperceived pre-pregnancy body weight status was associated with excessive gestational weight gain among both normal weight and overweight/obese women, with the greatest likelihood of excessive gain among overweight/obese underassessors.']	(1908, 2157)
PMC2639379.nxml.gz	13	['Future interventions should test the potential benefits of correcting misperception to reduce the likelihood of excessive gestational weight gain.']	(2158, 2304)
PMC2639379.nxml.gz	14	['Background\nOver the past several decades, both actual and recommended gestational weight gains have increased in the US [1,2].']	(2306, 2432)
PMC2639379.nxml.gz	15	['Although higher maternal weight gain was initially thought to improve infant health and reduce perinatal mortality [1,3], more recent data have focused on the negative effects of gaining too much during pregnancy [4], including undesirable birth outcomes [5-8], childhood overweight [9], and higher postpartum weight retention, which predisposes to later risk of obesity in the mother [1,3,10].']	(2433, 2827)
PMC2639379.nxml.gz	16	['Given that approximately 40–50% of pregnant women gain more than recommended by current Institute of Medicine (IOM) guidelines [9,11,12], there is a renewed interest in better understanding the determinants of excessive gain.']	(2828, 3053)
PMC2639379.nxml.gz	17	['Identified risk factors for excessive gestational weight gain include higher pre-pregnancy weight [13-15], primiparity [14,16], lower income [17], insufficient knowledge of weight gain recommendations (and their importance) [13], recurrent pre-pregnancy dieting [18,19], lack of health provider advice and negative attitudes about weight gain [13,20,21], along with pregnancy-related behaviors such as lower levels of physical activity and increased food consumption [17,22].']	(3054, 3529)
