PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2825514.nxml.gz	0	['A low α-linolenic intake during early life increases adiposity in the adult guinea pig\n\nAbstract\n\nBackground\nThe composition of dietary fatty acids (FA) during early life may impact adult adipose tissue (AT) development.']	(0, 220)
PMC2825514.nxml.gz	1	['We investigated the effects of α-linolenic acid (ALA) intake during the suckling/weaning period on AT development and metabolic markers in the guinea pig (GP).']	(221, 380)
PMC2825514.nxml.gz	2	['Methods\nNewborn GP were fed a 27%-fat diet (w/w %) with high (10%-ALA group), moderate (2.4%-ALA group) or low (0.8%-ALA group) ALA content (w/w % as total FA) until they were 21 days old (d21).']	(382, 576)
PMC2825514.nxml.gz	3	['Then all animals were switched to a 15%-fat diet containing 2% ALA (as total FA) until 136 days of age (d136).']	(577, 687)
PMC2825514.nxml.gz	4	['Results\nALA and docosapentaenoic acid measured in plasma triglycerides (TG) at d21 decreased with decreasing ALA intake.']	(689, 809)
PMC2825514.nxml.gz	5	['Total body fat mass was not different between groups at d21.']	(810, 870)
PMC2825514.nxml.gz	6	['Adipose tissue TG synthesis rates and proliferation rate of total adipose cells, as assessed by2H2O labelling, were unchanged between groups at d21, while hepatic de novo lipogenesis was significantly 2-fold increased in the 0.8%-ALA group.']	(871, 1111)
PMC2825514.nxml.gz	7	['In older GP, the 0.8%-ALA group showed a significant 15-%-increased total fat mass (d79 and d107, p < 0.01) and epididymal AT weight (d136) and tended to show higher insulinemia compared to the 10%-ALA group.']	(1112, 1320)
PMC2825514.nxml.gz	8	['In addition, proliferation rate of cells in the subcutaneous AT was higher in the 0.8%-ALA (15.2 ± 1.3% new cells/5d) than in the 10%-ALA group (8.6 ± 1.7% new cells/5d, p = 0.021) at d136.']	(1321, 1510)
PMC2825514.nxml.gz	9	['AT eicosanoid profiles were not associated with the increase of AT cell proliferation.']	(1511, 1597)
PMC2825514.nxml.gz	10	['Conclusion\nA low ALA intake during early postnatal life promotes an increased adiposity in the adult GP.']	(1599, 1703)
PMC2825514.nxml.gz	11	['Introduction\nWorldwide, about 1.3 billion of individuals suffer of excessive adiposity, 940 million are overweight and 400 million are obese [1].']	(1705, 1850)
PMC2825514.nxml.gz	12	['This epidemic is driven by a widespread energy imbalance, with energy intake exceeding energy expenditure.']	(1851, 1957)
PMC2825514.nxml.gz	13	['Nevertheless, individual differences in the susceptibility to gain an excess of fat mass, in obesogenic environments exist.']	(1958, 2081)
PMC2825514.nxml.gz	14	['In addition to genetic factors there is a growing body of evidence, from epidemiological and animal studies, that perinatal nutrition may substantially predispose to the development of obesity.']	(2082, 2275)
PMC2825514.nxml.gz	15	['Fetal over and under-nutrition promotes adiposity later in life in different animal models [2,3] and infants small for gestational age appear to have a higher risk of developing adult obesity [4].']	(2276, 2472)
PMC2825514.nxml.gz	16	['Our understanding of the factors and mechanisms, by which perinatal nutrition impacts later susceptibility to obesity, remains limited.']	(2473, 2608)
PMC2825514.nxml.gz	17	['Nevertheless, the early nutritional environment may set adipose tissue growth and function towards either fat storage or oxidation, later in life [5].']	(2609, 2759)
PMC2825514.nxml.gz	18	['There is some evidence that the composition of dietary fatty acids and especially the essential polyunsaturated fatty acids (PUFA), linoleic acid (LA; C18:2n-6) and α-linolenic acid (ALA; C18:3n-3) and their respective long-chain products, arachidonic acid (AA; C20:4n-6), eicosapentaenoic acid (EPA; C20:5n-3) and docosahexaenoic acid (DHA; C22:6n-3) influence early adipose tissue development.']	(2760, 3155)
PMC2825514.nxml.gz	19	['These effects may be mediated by eicosanoids, and more especially by prostaglandins (PG; PGD2, PGE2, PGF2α, PGI2), involved in adipose tissue growth and metabolism and dependent on the long-chain PUFA availability [6].']	(3156, 3374)
PMC2825514.nxml.gz	20	['Animal studies showed that the intake of a high LA/ALA ratio during fetal and postnatal life promotes early adipose tissue growth and obesity [7,8].']	(3375, 3523)
PMC2825514.nxml.gz	21	['Nevertheless, since enhancing the LA/ALA ratio in the diet implies either a substantial increase of LA [8], a decrease of ALA [7] or both [8], it is difficult to determine if the n-6 PUFA promote adipose tissue development or if the n-3 PUFA have anti-adipogenic properties.']	(3524, 3798)
PMC2825514.nxml.gz	22	['Because, the adipogenic effects of the n-6 PUFA remain controversial [9], we hypothesized that a low level of ALA rather than an excess of LA leads to an increased adiposity.']	(3799, 3973)
PMC2825514.nxml.gz	23	['In order to test part of this hypothesis, 3 groups of newborn guinea pigs (GP) were fed until 21 days of age with milk and pellets containing either a high (10% total FA), medium (2.4% total FA) or low but adequate (0.8% total FA) ALA content corresponding respectively to a LA/ALA ratio of 2:1, 10:1 and 30:1.']	(3974, 4284)
PMC2825514.nxml.gz	24	['The short and long term consequences of such early postnatal dietary interventions on adipose tissue development and metabolic markers were determined.']	(4285, 4436)
PMC2825514.nxml.gz	25	['Materials and methods\n\nAnimals and diets\nAll experimental procedures were reviewed and approved by the Swiss authorities ethical committee (authorization 1910, "Service vetérinaire du canton de Vaud").']	(4438, 4639)
PMC2825514.nxml.gz	26	['Male and female Dunkin-Hartley guinea pigs (450-500 g of body weight) were purchased from Charles-River (Lyon, France) and housed together for mating.']	(4640, 4790)
PMC2825514.nxml.gz	27	['The guinea pigs received a commercial chow diet (Kliba 3420, Promivi Kliba SA, Kaiseraugst, Switzerland) during mating and gestation period.']	(4791, 4931)
PMC2825514.nxml.gz	28	['At birth, pups remained with their dams for 2 days, and afterwards the male pups were nourished with one of the following 27%-fat diets (w/w) differing in ALA content: 10%-ALA (high), 2.4%-ALA (moderate) or 0.8%-ALA (low, w/w % as total FA) until d21.']	(4932, 5183)
PMC2825514.nxml.gz	29	['From d2 to d4 the pups received reconstituted milk formula and from d5 to d21 food pellets.']	(5184, 5275)
PMC2825514.nxml.gz	30	['Milk formula and pellet composition is provided in Table S1, Additional file1and the fatty acid profile is detailed in Table S2, Additional file2.']	(5276, 5422)
PMC2825514.nxml.gz	31	['From d21 to d136, all guinea pigs received a 15%-fat diet based on D22451 formulation (Research Diets, New Brunswick, NJ).']	(5423, 5545)
PMC2825514.nxml.gz	32	['Coconut oil, corn oil, palm oil and rapeseed oil (Sofinol S.A. Manno, Switzerland) were mixed with ingredients of D224521 diet.']	(5546, 5673)
PMC2825514.nxml.gz	33	['Corn starch was added (Schweizerhall Chemie, Basel, Switzerland) and lard, soybean oil and maltodextrin were removed.']	(5674, 5791)
PMC2825514.nxml.gz	34	['The diet contained 32.6% saturated fat, 39.2% monounsaturated fat and 28.2% PUFA among them 26% LA and 2% ALA. Twenty grams of timothy hay (Bio-Serv, Frenchtown, NJ) was added weekly.']	(5792, 5975)
PMC2825514.nxml.gz	35	['Study design\nThe male pups were randomized by body weight and assigned to 10%-ALA group (n = 25), 2.4%-ALA group (n = 20) or 0.8%-ALA group (n = 25) during the suckling/weaning period until d21, and then all groups were fed a common diet until the end of the experiment.']	(5977, 6247)
PMC2825514.nxml.gz	36	['Body weight and food intake were recorded every morning until d21 and then every 3 d until d136.']	(6248, 6344)
PMC2825514.nxml.gz	37	['Guinea pigs were euthanized by exsanguination under isofluorane anesthesia at d21 (10 pups for 10%-ALA and 0.8%-ALA groups and 5 pups for 2.4%-ALA group) and at d136 (15 animals/group).']	(6345, 6530)
PMC2825514.nxml.gz	38	['Ten animals from 10%-ALA and 0.8%-ALA groups received deuterated water (2H2O) for determination of cell proliferation and lipid synthesis rate at d21 and d136 [10-12].']	(6531, 6698)
PMC2825514.nxml.gz	39	['These animals received2H2O (99%, sterilized 0.9% NaCl, 35 mg/g of BW) intraperitoneally 5 d before euthanasia, thereafter, they drank 8% deuterated water ad libitum until euthanasia.']	(6699, 6881)
PMC2825514.nxml.gz	40	['Blood (200 μL) was collected from the aorta in heparinised vials.']	(6882, 6947)
PMC2825514.nxml.gz	41	['Bone marrow from the femur of the hind limb (flushed by 0.9%-NaCl-water using a 25G-needle-seringe), adipose tissue, and liver were collected (about 50 mg) and weighed.']	(6948, 7116)
PMC2825514.nxml.gz	42	['All tissues and plasma were kept at -80°C until analyses.']	(7117, 7174)
PMC2825514.nxml.gz	43	['Additionally and for the other animals, venous blood was collected from the saphenous vein prior sacrifice for metabolite analyses.']	(7175, 7306)
PMC2825514.nxml.gz	44	['Retroperitoneal, epididymal, interscapular and subcutaneous adipose tissue, as well as the liver and the pancreas were collected and weighed.']	(7307, 7448)
PMC2825514.nxml.gz	45	['The body composition of animals was determined at regular intervals.']	(7449, 7517)
