PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2834346.nxml.gz	0	['Maternal consumption of polyphenol-rich foods in late pregnancy and fetal ductus arteriosus flow dynamics\n\nAbstract\n\nObjective:\nTo test the hypothesis that maternal consumption of polyphenol-rich foods during third trimester interferes with fetal ductal dynamics by inhibition of prostaglandin synthesis.']	(0, 304)
PMC2834346.nxml.gz	1	['Study Design:\nIn a prospective analysis, Doppler ductal velocities and right-to-left ventricular dimensions ratio of 102 fetuses exposed to polyphenol-rich foods (daily estimated maternal consumption >75th percentile, or 1089\u2009mg) were compared with 41 unexposed fetuses (flavonoid ingestion <25th percentile, or 127\u2009mg).']	(306, 626)
PMC2834346.nxml.gz	2	['Result:\nIn the exposed fetuses, ductal velocities were higher (systolic: 0.96±0.23\u2009m/s; diastolic: 0.17±0.05\u2009m/s) and right-to-left ventricular ratio was higher (1.23±0.23) than in unexposed fetuses (systolic: 0.61±0.18\u2009m/s, P<0.001; diastolic: 0.11±0.04\u2009m/s, P =0.011; right-to-left ventricular ratio: 0.94±0.14, P<0.001).']	(628, 951)
PMC2834346.nxml.gz	3	['Conclusion:\nAs maternal polyphenol-rich foods intake in late gestation may trigger alterations in fetal ductal dynamics, changes in perinatal dietary orientation are warranted.']	(953, 1129)
PMC2834346.nxml.gz	4	['Introduction\nNon-steroidal anti-inflammatory drugs (NSAIDs) are known to have a constrictive effect on the fetal ductus.1,2,3,4,5An increasing number of cases of fetal ductal constriction not associated with consumption of NSAIDs during pregnancy have been observed.6Previously, we reported that maternal ingestion of polyphenol-rich beverages during pregnancy was associated with fetal ductal constriction and that discontinuation of these substances resulted in echocardiographic improvement in the majority of cases.7,8\nA number of foods and beverages, such as herbal teas, grape and orange derivatives, dark chocolate, berries, and many others have high concentrations of flavonoids and are freely consumed throughout gestation.']	(1131, 1863)
PMC2834346.nxml.gz	5	['Considering that constriction of ductus arteriosus in utero may be clinically important with respect to fetal hemodynamic compromise and the potential for neonatal pulmonary hypertension,9,10,11,12and that its known pathogenic mechanism is inhibition of maternal circulating prostaglandin synthesis in late pregnancy, we hypothesized that polyphenols or flavonoids present in food and beverages commonly consumed by pregnant women could influence ductal flow dynamics and be a risk factor for ductal constriction.']	(1864, 2377)
PMC2834346.nxml.gz	6	['Thus, we compared ductal flow behavior and right ventricular size in third-trimester fetuses exposed and not exposed to polyphenol-rich foods (PRFs) and beverages via maternal consumption.']	(2378, 2566)
PMC2834346.nxml.gz	7	['Methods\n\nStudy setting\nA prospective analysis of 143 consecutive and unselected third-trimester normal fetuses from mothers without systemic diseases was carried out in a period of 4 months.']	(2568, 2758)
PMC2834346.nxml.gz	8	['Fetal echocardiography is performed routinely in our center as part of a government sponsored screening program for detection of fetal abnormalities.']	(2759, 2908)
PMC2834346.nxml.gz	9	['For fetal Doppler echocardiography, a General Electric Vivid III system, an Acuson Aspen system, or a Siemens Cypress system, with two-dimensional pulsed and continuous Doppler and color flow mapping capability were used.']	(2909, 3130)
