PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2798111.nxml.gz	0	['Circulating 25-Hydroxyvitamin D Levels in Fully Breastfed Infants on Oral Vitamin D Supplementation\n\nAbstract\nObjective .']	(0, 121)
PMC2798111.nxml.gz	1	['To examine the effectiveness of oral vitamin D3(400\u2009IU) supplementation on the nutritional vitamin D status of breastfeeding infants.']	(122, 255)
PMC2798111.nxml.gz	2	['Design .']	(256, 264)
PMC2798111.nxml.gz	3	['As part of a larger ongoing vitamin D RCT trial of lactating women, infants of mothers assigned to control received 1 drop of 400\u2009IU vitamin D3/day starting at one month of age.']	(265, 442)
PMC2798111.nxml.gz	4	['Infant 25(OH)D levels (mean ± S.D.)']	(443, 478)
PMC2798111.nxml.gz	5	['were measured by RIA at visits 1, 4, and 7.']	(479, 522)
PMC2798111.nxml.gz	6	['Results .']	(523, 532)
PMC2798111.nxml.gz	7	['The infant mean ± S.D.']	(533, 555)
PMC2798111.nxml.gz	8	['25(OH)D at baseline was 16.0 ±9.3\u2009ng/mL (range 1.0–40.8; n = 33); 24 (72.7%) had baseline levels <20\u2009ng/mL (consistent with deficiency).']	(556, 692)
PMC2798111.nxml.gz	9	['The mean levels increased to 43.6 ±14.1 (range 18.2–69.7) at 4 months and remained relatively unchanged at month 7: 42.5 ±12.1\u2009ng/mL (range 18.9–67.2).']	(693, 844)
PMC2798111.nxml.gz	10	['The change in values between 1 and 4 months and 1 and 7 months was statistically significant ( P ≤ .0001), and despite a decrease in dose per kilogram, values were not significantly different between months 4 and 7 ( P = .66).']	(845, 1071)
PMC2798111.nxml.gz	11	['Conclusions .']	(1072, 1085)
PMC2798111.nxml.gz	12	['Oral vitamin D3supplementation as an oil emulsion was associated with significant and sustained increases in 25(OH)D from baseline in fully breastfeeding infants through 7 months.']	(1086, 1265)
PMC2798111.nxml.gz	13	['1.']	(1267, 1269)
PMC2798111.nxml.gz	14	['Introduction\nAmong breastfed infants, the risk of vitamin D deficiency is significant [1,2].']	(1270, 1362)
PMC2798111.nxml.gz	15	['Human milk, though replete in most nutrients, is sorely lacking in vitamin D at the current maternal intake recommendation of 400\u2009IU/day.']	(1363, 1500)
PMC2798111.nxml.gz	16	["Human milk's total vitamin D or its antirachitic activity obtained from mothers receiving 400\u2009IU/day typically contains 33–68\u2009IU/L, far below the estimated daily infant requirement of 400\u2009IU/L [3–5], the necessary level for the prevention of rickets [1]."]	(1501, 1755)
PMC2798111.nxml.gz	17	['Therefore, oral supplementation or sufficient sun exposure is necessary to ensure adequate vitamin D status for proper calcium absorption and bone mineralization [3–6].Recent research has also linked vitamin D to innate immunity [7–9].']	(1756, 1991)
PMC2798111.nxml.gz	18	["Furthermore, vitamin D deficiency has been associated with a number of disease states including but certainly not limited to rheumatoid arthritis [10], multiple sclerosis [11–14], type I and II diabetes [15–19], Crohn's disease [20], cardiovascular disease [21,22], and a number of cancers [23,24]."]	(1992, 2290)
PMC2798111.nxml.gz	19	['With this knowledge, it is clear that vitamin D supplementation of the breastfedinfant is necessary and recommended by the American Academy of Pediatrics and the Canadian Pediatrics Society [5,25].']	(2291, 2488)
PMC2798111.nxml.gz	20	['The revised statement by the American Academy of Pediatrics [26] brings forth the question of whether or not vitamin D-only preparations are as effective as the time-honored use of infant multivitamin preparations in achieving adequate vitamin D status in breastfed infants.']	(2489, 2763)
PMC2798111.nxml.gz	21	['In the past, only multivitamin preparations were available for dispensing to infants; however, this resulted in breastfed infants being given other vitamins that were not, for the vast majority, necessary.']	(2764, 2969)
PMC2798111.nxml.gz	22	['During recent years, vitamin D-only preparations have become available, some of which are aqueous and others which are oil-based preparations.']	(2970, 3112)
PMC2798111.nxml.gz	23	['As part of an ongoing vitamin D supplementation trial of fully lactating women and their infants, we sought to determine whether a dosing regimen that utilizes an oil emulsion of one drop per day to deliver 400\u2009IU/day is effective in raising infant 25(OH)D levels from baseline.']	(3113, 3391)
PMC2798111.nxml.gz	24	["We hypothesized that one drop per day dosing regimen would be easier to administer than other preparations as the drop could be placed on a finger and then applied to the infant's tongue or mouth or on the mother's nipple just prior to suckling."]	(3392, 3637)
PMC2798111.nxml.gz	25	['While the parent randomized clinical trial will not be completed until 2011, it is essential to report preliminary data on the effectiveness of one drop per day dosing of vitamin D to aid clinicians in their decision-making process concerning vitamin D preparations for infants.']	(3638, 3916)
PMC2798111.nxml.gz	26	['We report the findings of 33 infants who completed the study and who were given 400\u2009IU vitamin D3/day in a blinded fashion.']	(3917, 4040)
PMC2798111.nxml.gz	27	['2.']	(4042, 4044)
PMC2798111.nxml.gz	28	['Methods\n\n2.1.']	(4045, 4058)
PMC2798111.nxml.gz	29	['Subjects\nApproval for this study was granted by the Institutional Review Boards for Human Subjects of the Medical University of South Carolina (MUSC), HR number 16536; and the University of Rochester (U of R), HR number RSRB00014460; and the General Clinical Research Centers of MUSC (GCRC; Protocol number 752) and U of R (Protocol GCRC; Protocol number 1129 ).']	(4059, 4421)
PMC2798111.nxml.gz	30	["Fully lactating mothers [27] within 4–6 weeks' postpartum were eligible for inclusion in the study if they planned to continue full breastfeeding for the next six months."]	(4422, 4592)
PMC2798111.nxml.gz	31	['Following their written, informed consent, the subjects were randomly divided into three groups at each study site.']	(4593, 4708)
PMC2798111.nxml.gz	32	['Exclusion criteria included preexisting type I or type II diabetes, hypertension, parathyroid disease, and uncontrolled thyroid disease.']	(4709, 4845)
PMC2798111.nxml.gz	33	['Subjects were compensated for their participation with gift cards given at the end of each visit.']	(4846, 4943)
PMC2798111.nxml.gz	34	['2.2.']	(4945, 4949)
PMC2798111.nxml.gz	35	['Study Design\nThis was part of an ongoing randomized, double-blind, and placebo control trial of lactating mothers and their infants.']	(4950, 5082)
PMC2798111.nxml.gz	36	['Following written informed consent, mothers were randomized to one of three vitamin D supplementation regimens: Group 1: 400\u2009IU vitamin D3/day (0\u2009IU vitamin D3—placebo and 1 prenatal vitamin containing 400\u2009IU vitamin D3), Group 2: 2,400\u2009IU vitamin D3/day (2,000\u2009IU vitamin D3and 1 prenatal vitamin containing 400\u2009IU vitamin D3), or Group 3: 6,400\u2009IU vitamin D3/day (6,000\u2009IU vitamin D3and 1 prenatal vitamin containing 400\u2009IU vitamin D3).']	(5083, 5521)
PMC2798111.nxml.gz	37	['Only the results of the infants randomized to the control group are reported here.']	(5522, 5604)
PMC2798111.nxml.gz	38	['The mothers also were provided in a blinded fashion with a liquid supplement with the instructions to give one drop per day to their nursed infants.']	(5605, 5753)
PMC2798111.nxml.gz	39	['Mothers in Group 1 gave their infants one drop (400\u2009IU vitamin D3) per day of a commercially available oil emulsion (Bio-D-Mulsion, Biotics Research Laboratories, Rosenberg, TX).']	(5754, 5932)
PMC2798111.nxml.gz	40	['The vitamin D status of those infants in the control group who received 400\u2009IU/day vitamin D3was measured by circulating 25(OH)D at 1, 4, and 7 months of age.']	(5933, 6091)
PMC2798111.nxml.gz	41	['Study participants and research staff have remained blinded to the assignment group throughout the study.']	(6092, 6197)
PMC2798111.nxml.gz	42	['2.3.']	(6199, 6203)
PMC2798111.nxml.gz	43	['Use of Formula\nBecause of the potential confounder of proprietary formulas that contain 400\u2009IU/L vitamin D, each mother was given up to six 4-oz bottles per month of vitamin D-free formula with the instructions to avoid use of any formula but if there was a need to supplement, the vitamin D-free formula prepared by Mead-Johnson, Evansville, IN was used.']	(6204, 6559)
PMC2798111.nxml.gz	44	['Each mother was to record any vitamin D-free and/or regular formulas use during the study period.']	(6560, 6657)
PMC2798111.nxml.gz	45	['Therefore, the dietary source of vitamin D in these infants came from the vitamin D supplement provided.']	(6658, 6762)
PMC2798111.nxml.gz	46	['2.4.']	(6764, 6768)
PMC2798111.nxml.gz	47	['Sunlight Exposure\nA diary of sunlight exposure of the mother and her infant was kept.']	(6769, 6854)
PMC2798111.nxml.gz	48	['In order to quantify any possible sunlight exposure contributing to endogenous generation of vitamin D3, degrees of skin pigmentation of the underarm, and forearm were recorded at each visit.']	(6855, 7046)
PMC2798111.nxml.gz	49	['2.5.']	(7048, 7052)
PMC2798111.nxml.gz	50	['Degree of Skin Pigmentation\nSkin pigmentation changes were monitored monthly in mother and infant using the SmartProbe 400 (IMS, Inc., Milford, CT), a spectrophotometer device that measures degrees of pigmentation on a continuous scale from 0 to 100, 0 being absolute black and 100 being absolute white.']	(7053, 7356)
PMC2798111.nxml.gz	51	['Each mother had pigmentation measurements recorded from her exposed forearm, underarm, and stomach, with 2 readings averaged and recorded.']	(7357, 7495)
PMC2798111.nxml.gz	52	['Each infant had pigmentation measurements recorded from the forearm and upper thigh.']	(7496, 7580)
PMC2798111.nxml.gz	53	['Of note, mothers were instructed to use sunscreen if outdoors for more than 15 minutes and to avoid direct sunlight exposure of their infants during the first six months.']	(7581, 7751)
PMC2798111.nxml.gz	54	['The difference between forearm and underarm is an indirect measure of sunlight exposure or tanning and was tracked over time.']	(7752, 7877)
PMC2798111.nxml.gz	55	['Use of a spectrophotometer has been demonstrated to be effective as an objective, reproducible measurement in determinations of sunlight exposure [28].The spectrophotometer allows measurement of color changes in the skin specifically due to UV radiation [29].']	(7878, 8137)
PMC2798111.nxml.gz	56	['2.6.']	(8139, 8143)
PMC2798111.nxml.gz	57	['Season\nMothers and their infants were enrolled throughout the year.']	(8144, 8211)
PMC2798111.nxml.gz	58	['The date and season of each visit were recorded.']	(8212, 8260)
PMC2798111.nxml.gz	59	['The seasons were defined as Spring (March 21–June 20), Summer (June 21–September 20), Fall (September 21–December 20), and Winter (December 21–March 20).']	(8261, 8414)
PMC2798111.nxml.gz	60	['Sunny months at latitude 32°N based on ultraviolet light indices occur from April through October.']	(8415, 8513)
PMC2798111.nxml.gz	61	['Relative non-sunny months comparatively occur from November through March.']	(8514, 8588)
PMC2798111.nxml.gz	62	['At latitude 43°N, sunny months occur May through mid-September and relative non-sunny months occur from mid-September through April.']	(8589, 8721)
PMC2798111.nxml.gz	63	['2.7.']	(8723, 8727)
PMC2798111.nxml.gz	64	['Laboratory Measurements\nFor this component of the study, circulating 25(OH)D3was measured in ng/mL in infant blood samples by established methods [30] in the laboratory of Dr. Bruce Hollis, MUSC.']	(8728, 8923)
PMC2798111.nxml.gz	65	['2.8.']	(8925, 8929)
PMC2798111.nxml.gz	66	['Maintaining Study Blindness\nTo maintain study staff and investigator blinding, the data coordinating center provided the data to the study investigators and the Data Safety & Monitoring Committee in a blinded manner.']	(8930, 9146)
PMC2798111.nxml.gz	67	['2.9.']	(9148, 9152)
PMC2798111.nxml.gz	68	['Statistical Methods\nThe primary analysis was to examine the changes in 25(OH)D between the three time periods and secondarily to determine whether the season when the sample was obtained was associated with any changes in 25(OH)D [31].']	(9153, 9388)
PMC2798111.nxml.gz	69	['25(OH)D, the primary outcome variable, was expressed as the mean ± S.D.']	(9389, 9460)
PMC2798111.nxml.gz	70	['and the range for the group at each of the three time points.']	(9461, 9522)
PMC2798111.nxml.gz	71	["Paired Student's t -test and repeated measures ANOVA were performed on the data."]	(9523, 9603)
PMC2798111.nxml.gz	72	['In addition, a repeated measure ANOVA was performed on the data at the three time points.']	(9604, 9693)
PMC2798111.nxml.gz	73	['Significance was set at .05 a priori.']	(9694, 9731)
PMC2798111.nxml.gz	74	['3.']	(9733, 9735)
PMC2798111.nxml.gz	75	['Results\nIn this ongoing vitamin D supplementation trial of lactating women and their infants, 54 were enrolled in the study and were randomized to the control group in a blinded fashion.']	(9736, 9922)
PMC2798111.nxml.gz	76	['Of the 54 women and their infants, 33 have completed the study through visit 7, 39 have completed through visit 4, and 15 had stopped participation between visits 1 and 4, due to cessation of breastfeeding.']	(9923, 10129)
PMC2798111.nxml.gz	77	['As shown inTable 1andFigure 1, analyzing all values per study visits 1,\u20094,\u2009and\u20097, there\u2009was\u2009a\u2009significant rise in 25(OH)D levels in those infants randomized to the 400\u2009IU vitamin D3/one drop/day regimen.']	(10130, 10333)
PMC2798111.nxml.gz	78	['Of the 33 infants who have completed the study, the mean levels increased from 16.0 ± 9.3\u2009ng/mL (baseline; range 1.0–40.8\u2009ng/mL; median 13.4) to 43.6 ± 14.1\u2009ng/mL (range 18.2–69.7) at 4 months and remained relatively unchanged at month 7\u2009:\u200942.5 ± 12.1\u2009ng/mL (range 18.9–67.2).']	(10334, 10610)
PMC2798111.nxml.gz	79	['As defined by circulating 25(OH)D levels <20\u2009ng/mL, of the 33 infants, 24 (72.7%) had evidence of deficiency at one month of age.']	(10611, 10740)
PMC2798111.nxml.gz	80	['The change in values between 1 and 4 months and 1 and 7 months was statistically significant ( P ≤ .0001).']	(10741, 10847)
PMC2798111.nxml.gz	81	['As predicted, there were no statistically significant differences between months 4 and 7 ( P = .66).']	(10848, 10948)
PMC2798111.nxml.gz	82	['Repeated measures ANOVA indicated overall significance ( P< .0001).']	(10949, 11016)
PMC2798111.nxml.gz	83	['The difference was unaffected by seasonal variation (Table 2).']	(11017, 11079)
PMC2798111.nxml.gz	84	['There was no toxicity observed in the infants based on serum calcium, phosphorus, and creatinine levels.']	(11080, 11184)
PMC2798111.nxml.gz	85	['In addition, there were no adverse health effects attributed to vitamin D supplementation.']	(11185, 11275)
PMC2798111.nxml.gz	86	['When examining the 400\u2009IU vitamin D/day dose on a weight basis, there was a significant change in IU/kg over the time for the 33 infants who completed the study: at visit 1, the infants were receiving 88.9 ± 10.5\u2009IU/kg; at visit 4, they were receiving 59.7 ± 6.6 IU/kg; and at visit 7, they were receiving 50.5 ± 6.0 IU/kg ( P< .0001).']	(11276, 11611)
PMC2798111.nxml.gz	87	['Despite the decrease in dose on a per kilogram basis, as mentioned earlier, the infant mean circulating 25(OH)D levels were not significantly different between visit 4 and 7.']	(11612, 11786)
PMC2798111.nxml.gz	88	['After controlling for season and skin pigmentation changes due to sunlight exposure, results remained significant.']	(11787, 11901)
PMC2798111.nxml.gz	89	['4.']	(11903, 11905)
PMC2798111.nxml.gz	90	['Discussion\nBecause the preliminary results of this arm of the trial are important for decision-making in the current clinical environment, we report here the interim results of an ongoing vitamin D supplementation trial of lactating women and their infants.']	(11906, 12163)
PMC2798111.nxml.gz	91	["In this ongoing study of lactating women and their infants who were randomized to one of three treatment groups, we sought to determine whether the one drop per day of an oil emulsion vitamin D3preparation is effective in raising the infants' levels to the desired target of >30\u2009ng/mL (~\u200980\u2009nmol/L)."]	(12164, 12463)
PMC2798111.nxml.gz	92	["Infant's 25(OH)D levels consistently and significantly increased to a plateau by three months of therapy on the daily oil emulsion preparation dispensed as one drop per day to deliver 400 IU."]	(12464, 12655)
PMC2798111.nxml.gz	93	["Overall, the infant's circulating 25(OH)D levels increased 37% above baseline."]	(12656, 12734)
PMC2798111.nxml.gz	94	['There were no adverse events associated with the prescribed vitamin D supplementation.']	(12735, 12821)
PMC2798111.nxml.gz	95	['While not powered to assess safety at this juncture, it is important to note that, thus far, there have been no increased rates of infection in the infants or adverse health effects that could be attributed to vitamin D supplementation in this cohort.']	(12822, 13073)
PMC2798111.nxml.gz	96	['Another important finding in this study is that the majority of infants enrolled in this cohort of exclusively breastfed infants had vitamin D deficiency (defined as circulating 25(OH)D levels <20\u2009ng/mL) at one month of age.']	(13074, 13298)
PMC2798111.nxml.gz	97	['Infant vitamin D levels in exclusively breastfed infants reflect maternal vitamin D status, and given that the majority of the mothers in this cohort present with circulating 25(OH)D levels <30\u2009ng/mL, it is not surprising that the infants who are almost solely dependent on the mother for their vitamin D have corresponding deficiency.']	(13299, 13634)
PMC2798111.nxml.gz	98	['Until it can be determined what amount of vitamin D supplementation in mothers will effectively and safely increase and/or maintain the vitamin D status in her breastfed infant, we must rely on vitamin D supplementation of the infant to prevent deficiency.']	(13635, 13891)
PMC2798111.nxml.gz	99	['Thus, our findings in this study and our earlier studies [4,32] support the recent AAP recommendation of starting vitamin D supplementation in all breastfed infants within the first few days after delivery [26].']	(13892, 14103)
PMC2798111.nxml.gz	100	['Concerns about dosing infants with any medication, particularly as a single drop, are warranted.']	(14104, 14200)
PMC2798111.nxml.gz	101	['The greatest risk appears when a parent is not instructed on how to give a medication or does not receive the full instruction on proper dispensing.']	(14201, 14349)
PMC2798111.nxml.gz	102	['We have found in our study of lactating women that demonstrating how to give the drop is the best method of teaching proper dispensing.']	(14350, 14485)
PMC2798111.nxml.gz	103	['Mothers are asked to demonstrate how to give the drop prior to leaving the research outpatient clinic, and this method has been found to be effective.']	(14486, 14636)
PMC2798111.nxml.gz	104	['Our findings support the premise that an oil emulsion delivered as a single drop is well-tolerated and absorbed with a consistent increase in circulating 25(OH)D on the vitamin D supplementation during a three-month interval that was sustained during the next three-month interval.']	(14637, 14918)
PMC2798111.nxml.gz	105	['While prescription of a vitamin or medication and changes in blood levels of that vitamin or medication, in this case, vitamin D does not prove direct causality, the change in circulating 25(OH)D status was independent of season.']	(14919, 15148)
PMC2798111.nxml.gz	106	['In addition, despite the normal growth of the infants during this six-month period, on a per kilogram basis, the 400\u2009IU/day dose was adequate in helping the infant maintain adequate vitamin D status during the six-month study period.']	(15149, 15382)
PMC2798111.nxml.gz	107	['Limitations of this study include its small sample size.']	(15383, 15439)
PMC2798111.nxml.gz	108	['This study is designed to enroll 126 subjects into the control arm.']	(15440, 15507)
PMC2798111.nxml.gz	109	['To date, 54 subjects have been enrolled and 33 have completed the study.']	(15508, 15580)
PMC2798111.nxml.gz	110	['We acknowledge that this interim report is based on the first 33 to have completed this ongoing trial and that while this represents ~ 61% of the 54 enrolled and 26% of the total projected cohort, we believe that the results are generalizable since timing of enrollment is random.']	(15581, 15861)
PMC2798111.nxml.gz	111	['There would be no underlying systematic bias that would suggest that the results of the first 33 subjects would differ from the middle 33 or the last 33, especially when seasonality is controlled as a potential confounder, which was done.']	(15862, 16100)
PMC2798111.nxml.gz	112	['Another limitation of this study is the lack of a placebo control group.']	(16101, 16173)
PMC2798111.nxml.gz	113	['While a group of infants that received placebo would allow for more refined statistical analyses, it is deemed unethical by the investigators and the IRB not to supplement the infants with what is now the standard of care for vitamin D supplementation of infants and children in both the U.S. and Canada (see AAP statement 2008 [5] and Canadian Paediatric Society statement 2007 [33]).']	(16174, 16559)
PMC2798111.nxml.gz	114	['The direct effect of the vitamin D supplementation is supported by the following: in this trial, of the mothers who were randomized to receive 2400\u2009IU vitamin D/day, there was insufficient transfer of vitamin D in their milk and 31% of those breastfed infants required open label vitamin D supplementation at the 4th month visit compared with 6% in the control group and 5% in the 6400\u2009IU vitamin D supplementation group.']	(16560, 16981)
PMC2798111.nxml.gz	115	['As a result, the 2400\u2009IU arm of the study was stopped in February 2008 (unpublished data).']	(16982, 17072)
PMC2798111.nxml.gz	116	['Clearly, the 400\u2009IU/day group of infants (presented here) had improved vitamin D status based on their therapy that was not seen in the 2400\u2009IU group of infants, who were receiving placebo and whose only source of vitamin D was maternal breast milk that has significantly lower levels than that of the 6400 IU group.']	(17073, 17389)
PMC2798111.nxml.gz	117	['In summary, a single drop oil emulsion vitamin D preparation appears to be an effective method to deliver vitamin D3to a breastfed infant.']	(17390, 17528)
PMC2798111.nxml.gz	118	['The safety of this regimen beyond this small cohort remains to be determined.']	(17529, 17606)
PMC2798111.nxml.gz	119	['Further evaluation of this method also is warranted in infants who have underlying disease states.']	(17607, 17705)
PMC2798111.nxml.gz	120	['PubMed Central:']	(17707, 17722)
