PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
BMJ_2012_Jan_30_344_e184.nxml.gz	0	['Effect of n-3 long chain polyunsaturated fatty acid supplementation in pregnancy on infants’ allergies in first year of life: randomised controlled trial\n\nAbstract\nObjective To determine whether dietary n-3 long chain polyunsaturated fatty acid (LCPUFA) supplementation of pregnant women with a fetus at high risk of allergic disease reduces immunoglobulin E associated eczema or food allergy at 1 year of age.']	(0, 410)
BMJ_2012_Jan_30_344_e184.nxml.gz	1	['Design Follow-up of infants at high hereditary risk of allergic disease in the Docosahexaenoic Acid to Optimise Mother Infant Outcome (DOMInO) randomised controlled trial.']	(411, 582)
BMJ_2012_Jan_30_344_e184.nxml.gz	2	['Setting Adelaide, South Australia.']	(583, 617)
BMJ_2012_Jan_30_344_e184.nxml.gz	3	['Participants 706 infants at high hereditary risk of developing allergic disease whose mothers were participating in the DOMInO trial.']	(618, 751)
BMJ_2012_Jan_30_344_e184.nxml.gz	4	['Interventions The intervention group (n=368) was randomly allocated to receive fish oil capsules (providing 900 mg of n-3 LCPUFA daily) from 21 weeks’ gestation until birth; the control group (n=338) received matched vegetable oil capsules without n-3 LCPUFA.']	(752, 1011)
BMJ_2012_Jan_30_344_e184.nxml.gz	5	['Main outcome measure Immunoglobulin E associated allergic disease (eczema or food allergy with sensitisation) at 1 year of age.']	(1012, 1139)
BMJ_2012_Jan_30_344_e184.nxml.gz	6	['Results No differences were seen in the overall percentage of infants with immunoglobulin E associated allergic disease between the n-3 LCPUFA and control groups (32/368 (9%) v 43/338 (13%); unadjusted relative risk 0.68, 95% confidence interval 0.43 to 1.05, P=0.08; adjusted relative risk 0.70, 0.45 to 1.09, P=0.12), although the percentage of infants diagnosed as having atopic eczema (that is, eczema with associated sensitisation) was lower in the n-3 LCPUFA group (26/368 (7%) v 39/338 (12%); unadjusted relative risk 0.61, 0.38 to 0.98, P=0.04; adjusted relative risk 0.64, 0.40 to 1.02, P=0.06).']	(1140, 1744)
BMJ_2012_Jan_30_344_e184.nxml.gz	7	['Fewer infants were sensitised to egg in the n-3 LCPUFA group (34/368 (9%) v 52/338 (15%); unadjusted relative risk 0.61, 0.40 to 0.91, P=0.02; adjusted relative risk 0.62, 0.41 to 0.93, P=0.02), but no difference between groups in immunoglobulin E associated food allergy was seen.']	(1745, 2026)
BMJ_2012_Jan_30_344_e184.nxml.gz	8	['Conclusion n-3 LCPUFA supplementation in pregnancy did not reduce the overall incidence of immunoglobulin E associated allergies in the first year of life, although atopic eczema and egg sensitisation were lower.']	(2027, 2239)
BMJ_2012_Jan_30_344_e184.nxml.gz	9	['Longer term follow-up is needed to determine if supplementation has an effect on respiratory allergic diseases and aeroallergen sensitisation in childhood.']	(2240, 2395)
BMJ_2012_Jan_30_344_e184.nxml.gz	10	['Trial registration Australian New Zealand Clinical Trials Registry ACTRN12610000735055 (DOMInO trial: ACTRN12605000569606).']	(2396, 2519)
BMJ_2012_Jan_30_344_e184.nxml.gz	11	['Introduction\nThe prevalence of allergic diseases in Australia and other industrialised countries has increased over the past 30 years and is now estimated to be at least 20%.123The cost to healthcare systems and the burden to families are high.45The pattern of allergic disease differs with age; the incidence of food allergy and atopic dermatitis peaks by 1 year of age, whereas asthma and allergic rhinitis continue to rise until around 15 years of age.6The increase in allergic disease has occurred too rapidly (within one to two generations) to be a result of genetic changes in the population, so it is likely to be related to environmental changes.']	(2521, 3175)
BMJ_2012_Jan_30_344_e184.nxml.gz	12	['In this context, strategies to reduce the burden of disease through prevention will be of enormous importance.']	(3176, 3286)
BMJ_2012_Jan_30_344_e184.nxml.gz	13	['The period of increase in allergic diseases has coincided with a substantial shift in dietary intake of fatty acids to favour n-6 (omega 6) fatty acids over n-3 (omega 3) fatty acids, leading to speculation that the change in dietary fatty acid balance may be linked to the increased prevalence of childhood allergic disease.78Diets rich in n-6 fatty acids, through increased consumption of vegetable oils rich in linoleic acid (18:2n-6), lead to a predominance of arachidonic acid (20:4n-6) in tissues.']	(3287, 3790)
