PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1281295.nxml.gz	0	['Lessons Learned for the Assessment of Children’s Pesticide Exposure: Critical Sampling and Analytical Issues for Future Studies\n\nAbstract\nIn this article we examine sampling strategies and analytical methods used in a series of recent studies of children’s exposure to pesticides that may prove useful in the design and implementation of the National Children’s Study.']	(0, 368)
PMC1281295.nxml.gz	1	['We focus primarily on the experiences of four of the National Institute of Environmental Health Sciences/U.S.']	(369, 478)
PMC1281295.nxml.gz	2	['Environmental Protection Agency/ Children’s Centers and include University of Washington studies that predated these centers.']	(479, 604)
PMC1281295.nxml.gz	3	['These studies have measured maternal exposures, perinatal exposures, infant and toddler exposures, and exposure among young children through biologic monitoring, personal sampling, and environmental monitoring.']	(605, 815)
PMC1281295.nxml.gz	4	['Biologic monitoring appears to be the best available method for assessment of children’s exposure to pesticides, with some limitations.']	(816, 951)
PMC1281295.nxml.gz	5	['It is likely that a combination of biomarkers, environmental measurements, and questionnaires will be needed after careful consideration of the specific hypotheses posed by investigators and the limitations of each exposure metric.']	(952, 1183)
PMC1281295.nxml.gz	6	['The value of environmental measurements, such as surface and toy wipes and indoor air or house dust samples, deserves further investigation.']	(1184, 1324)
PMC1281295.nxml.gz	7	['Emphasis on personal rather than environmental sampling in conjunction with urine or blood sampling is likely to be most effective at classifying exposure.']	(1325, 1480)
PMC1281295.nxml.gz	8	['For infants and young children, ease of urine collection (possible for extended periods of time) may make these samples the best available approach to capturing exposure variability of nonpersistent pesticides; additional validation studies are needed.']	(1481, 1733)
PMC1281295.nxml.gz	9	['Saliva measurements of pesticides, if feasible, would overcome the limitations of urinary metabolite-based exposure analysis.']	(1734, 1859)
PMC1281295.nxml.gz	10	['Global positioning system technology appears promising in the delineation of children’s time–location patterns.']	(1860, 1971)
PMC1281295.nxml.gz	11	['Accurate characterization of children’s exposure to pesticides has proven to be a particularly challenging aspect of the field of exposure assessment.']	(1972, 2122)
PMC1281295.nxml.gz	12	['First, the term “pesticides” encompasses a diverse array of chemicals that can potentially produce a wide variety of health effects.']	(2123, 2255)
PMC1281295.nxml.gz	13	['Second, exposure of children to pesticides can occur through multiple pathways and routes.']	(2256, 2346)
