PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2849017.nxml.gz	0	['Folate during reproduction: the Canadian experience with folic acid fortification\n\nAbstract\nFolate has received international attention regarding its role in the risk-reduction of birth defects, specifically neural tube defects (NTDs).']	(0, 235)
PMC2849017.nxml.gz	1	['In 1998, health officials in Canada, like the United States, mandated the addition of folic acid to white flour and select grain products to increase the folate intake of reproductive-aged women.']	(236, 431)
PMC2849017.nxml.gz	2	['Subsequent to this initiative there has been an increase in blood folate concentrations in Canada and a 50% reduction in NTDs.']	(432, 558)
PMC2849017.nxml.gz	3	['Many countries, including Korea, have not mandated folic acid fortification of their food supply.']	(559, 656)
PMC2849017.nxml.gz	4	['Reasons vary but often include concern over the masking of vitamin B12deficiency, a belief that folate intakes among womenare adequate, low priority relative to other domestic issues, and the philosophy that individuals have the right not to consume supplemental folic acid if they so choose.']	(657, 949)
PMC2849017.nxml.gz	5	['Prior to folic acid fortification of the food supply in Canada, the folate intakes of women were low, and their blood folate concentrations while not sufficiently low to produce overt signs of folate deficiency (eg.']	(950, 1165)
PMC2849017.nxml.gz	6	['anemia) were inconsistent with a level known to reduce the risk of an NTD-affected pregnancy.']	(1166, 1259)
PMC2849017.nxml.gz	7	['The purpose of this article is to describe the role of folate during the periconceptional period, pregnancy, and during lactation.']	(1260, 1390)
PMC2849017.nxml.gz	8	['The rationale for, and history of recommending folic acid-containing supplements during the periconceptional period and pregnancy is described as is folic acid fortification of the food supply.']	(1391, 1584)
PMC2849017.nxml.gz	9	['The impact of folic acid fortification in Canada is discussed, and unresolved issues associated with this policy described.']	(1585, 1708)
PMC2849017.nxml.gz	10	['While the incidence of NTDs in Canada pre-folic acid fortification were seemingly higherthan that of Korea today, blood folate levels of Korean women are strikingly similar.']	(1709, 1882)
PMC2849017.nxml.gz	11	['We will briefly explore these parallels in an attempt to understand whether folic acid fortification of the food supply in Korea might be worth consideration\n\nIntroduction\nFolate, a water-soluble B vitamin, is a generic descriptor for a host of structurally similar compounds that contain a pteroylmonoglutamic acid or a folic acid core (Fig.']	(1883, 2225)
PMC2849017.nxml.gz	12	['1).']	(2226, 2229)
PMC2849017.nxml.gz	13	['This consists of a p-aminobenzoic acid molecule linked to a pteridine ring at one end and glutamic acid at the other.']	(2230, 2347)
PMC2849017.nxml.gz	14	['Pteroylmonoglutamic acid or folic acid, is seldom found in nature, but because of its stability and low cost, is synthesized and used in vitamin supplements and as a fortificant in food.']	(2348, 2534)
PMC2849017.nxml.gz	15	['By convention, the term folic acid is typically reserved to describe the synthetic form of the vitamin.']	(2535, 2638)
