PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2265059.nxml.gz	0	['The Effect of Ambient Air Pollution during Early Pregnancy on Fetal Ultrasonic Measurements during Mid-Pregnancy\n\nAbstract\n\nBackground\nOver the past decade there has been mounting evidence that ambient air pollution during pregnancy influences fetal growth.']	(0, 257)
PMC2265059.nxml.gz	1	['Objectives\nThis study was designed to examine possible associations between fetal ultrasonic measurements collected from 15,623 scans (13–26 weeks gestation) and ambient air pollution during early pregnancy.']	(259, 466)
PMC2265059.nxml.gz	2	['Methods\nWe calculated mothers’ average monthly exposures over the first 4 months of pregnancy for the following pollutants: particulate matter < 10 μm aerodynamic diameter (PM10), ozone, nitrogen dioxide, and sulfur dioxide.']	(468, 692)
PMC2265059.nxml.gz	3	['We examined associations with fetal femur length (FL), biparietal diameter (BPD), head circumference (HC), and abdominal circumference (AC).']	(693, 833)
PMC2265059.nxml.gz	4	['Final analyses included scans from only those women within 2 km of an air pollution monitoring site.']	(834, 934)
PMC2265059.nxml.gz	5	['We controlled for long-term trend, season, temperature, gestation, mother’s age, socioeconomic status, and fetal sex.']	(935, 1052)
PMC2265059.nxml.gz	6	['Results\nA reduction in fetal AC was associated with O3during days 31–60 [−1.42 mm; 95% confidence interval (CI), −2.74 to −0.09], SO2during days 61–90 (−1.67 mm; 95% CI, −2.94 to −0.40), and PM10during days 91–120 (−0.78 mm; 95% CI, −1.49 to −0.08).']	(1054, 1303)
PMC2265059.nxml.gz	7	['Other results showed a reduction in BPD (−0.68 mm; 95% CI, −1.09 to −0.27) associated with SO2during days 0–30, a reduction in HC (−1.02 mm; 95% CI, −1.78 to −0.26) associated with PM10during days 91–120, and a reduction in FL associated with PM10during days 0–30 (−0.28 mm; 95% CI, −0.48 to −0.08) and 91–120 (−0.23; 95% CI, −0.42 to −0.04).']	(1304, 1646)
PMC2265059.nxml.gz	8	['Conclusion\nWe found strong effects of ambient air pollution on ultrasound measures.']	(1648, 1731)
PMC2265059.nxml.gz	9	['Future research, including more individually detailed data, is needed to confirm our results.']	(1732, 1825)
PMC2265059.nxml.gz	10	['Over the past decade there has been mounting evidence that ambient air pollution during pregnancy influences fetal growth.']	(1826, 1948)
PMC2265059.nxml.gz	11	['Studies conducted throughout North and South America (Chen et al.']	(1949, 2014)
PMC2265059.nxml.gz	12	['2002;Gouveia et al.']	(2015, 2034)
PMC2265059.nxml.gz	13	['2004;Liu et al.']	(2035, 2050)
PMC2265059.nxml.gz	14	['2003;Maisonet et al.']	(2051, 2071)
PMC2265059.nxml.gz	15	['2001;Parker et al.']	(2072, 2090)
PMC2265059.nxml.gz	16	['2005;Ritz and Yu 1999;Rogers and Dunlop 2006;Rogers et al.']	(2091, 2149)
PMC2265059.nxml.gz	17	['2000;Salam et al.']	(2150, 2167)
PMC2265059.nxml.gz	18	['2005), China (Wang et al.']	(2168, 2193)
PMC2265059.nxml.gz	19	['1997), Korea (Ha et al.']	(2194, 2217)
PMC2265059.nxml.gz	20	['2001;Lee et al.']	(2218, 2233)
PMC2265059.nxml.gz	21	['2003), Taiwan (Yang et al.']	(2234, 2260)
PMC2265059.nxml.gz	22	['2003), the Czech Republic (Bobak 2000), and Australia (Mannes et al.']	(2261, 2329)
PMC2265059.nxml.gz	23	['2005) have reported an association between increased concentrations of ambient air pollution during pregnancy and suboptimal fetal growth.']	(2330, 2468)
PMC2265059.nxml.gz	24	['However, although it is suggested that ambient air pollution adversely influences fetal growth, there is inconsistency in the strength of the reported effects, and the associated key periods of exposure.']	(2469, 2672)
PMC2265059.nxml.gz	25	['A limitation of environmental studies that use birth weight as a proxy measure of fetal growth is that patterns of fetal growth during pregnancy cannot be assessed.']	(2673, 2837)
PMC2265059.nxml.gz	26	['This is particularly important when investigating pollutant exposures during early pregnancy as birth weight is recorded many months after the exposure period.']	(2838, 2997)
PMC2265059.nxml.gz	27	['The insult of air pollution may have a transient effect on fetal growth, where growth is hindered at one point in time but then catches up at a later point.']	(2998, 3154)
PMC2265059.nxml.gz	28	['For example, maternal smoking during pregnancy can alter the growth rate of individual body segments of the fetus at variable developmental stages, as the fetus experiences selective growth restriction and augmentation (Lampl et al.']	(3155, 3387)
PMC2265059.nxml.gz	29	['2003).']	(3388, 3394)
PMC2265059.nxml.gz	30	['Many studies have reported seasonal patterns in birth weight (Elter et al.']	(3395, 3469)
PMC2265059.nxml.gz	31	['2004;Lawlor et al.']	(3470, 3488)
PMC2265059.nxml.gz	32	['2005;Matsuda et al.']	(3489, 3508)
PMC2265059.nxml.gz	33	['1993;McGrath et al.']	(3509, 3528)
PMC2265059.nxml.gz	34	['2005a,2005b;Murray et al.']	(3529, 3554)
PMC2265059.nxml.gz	35	['2000;Tustin et al.']	(3555, 3573)
PMC2265059.nxml.gz	36	['2004); however, the authors of these studies postulate that seasonal factors other than air pollution are the result of the seasonal variation in birth weight.']	(3574, 3733)
