PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1409785.nxml.gz	0	['Neonatal jaundice and its management: knowledge, attitude and practice of community health workers in Nigeria\n\nAbstract\n\nBackground\nNeonatal jaundice (NNJ) is still a leading cause of preventable brain damage, physical and mental handicap, and early death among infants in many communities.']	(0, 290)
PMC1409785.nxml.gz	1	['Greater awareness is needed among all health workers.']	(291, 344)
PMC1409785.nxml.gz	2	['The objective of the study was to assess the knowledge of primary health care workers about the description, causes, effective treatment, and sequelae of NNJ.']	(345, 503)
PMC1409785.nxml.gz	3	['Methods\nThe setting was a local government area i.e.']	(505, 557)
PMC1409785.nxml.gz	4	['an administrative district within the south-western part of Nigeria.']	(558, 626)
PMC1409785.nxml.gz	5	['Community health workers in this area were interviewed by means of a self-administered questionnaire which focused on awareness and knowledge of neonatal jaundice and its causes, treatment and complications.']	(627, 834)
PMC1409785.nxml.gz	6	['Results\nSixty-six community health workers participated in the survey and male-to-female ratio was 1:5.']	(836, 939)
PMC1409785.nxml.gz	7	['Their work experience averaged 13.5 (SD 12.7) years.']	(940, 992)
PMC1409785.nxml.gz	8	['Only 51.5% of the respondents gave a correct definition of NNJ.']	(993, 1056)
PMC1409785.nxml.gz	9	['75.8 % knew how to examine for this condition while 84.9 % knew at least two of its major causes in our environment.']	(1057, 1173)
PMC1409785.nxml.gz	10	['Also, only 54.5 % had adequate knowledge of effective treatment namely, phototherapy and exchange blood transfusion.']	(1174, 1290)
PMC1409785.nxml.gz	11	['Rather than referring affected babies to hospitals for proper management, 13.4 %, 10.4 % and 3 % of the participants would treat with ineffective drugs, natural phototherapy and herbal remedies respectively.']	(1291, 1498)
PMC1409785.nxml.gz	12	['None of the participants knew any effective means of prevention.']	(1499, 1563)
PMC1409785.nxml.gz	13	['Conclusion\nPrimary health care workers may have inadequate knowledge and misconceptions on NNJ which must be addressed concertedly before the impact of the condition on child health and well-being can be significantly reduced.']	(1565, 1791)
PMC1409785.nxml.gz	14	['We recommend regular training workshops and seminars for this purpose.']	(1792, 1862)
