PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2022678.nxml.gz	0	['Determinants of Arsenic Metabolism: Blood Arsenic Metabolites, Plasma Folate, Cobalamin, and Homocysteine Concentrations in Maternal–Newborn Pairs\n\nAbstract\n\nBackground\nIn Bangladesh, tens of millions of people have been consuming waterborne arsenic for decades.']	(0, 262)
PMC2022678.nxml.gz	1	['The extent to which As is transported to the fetus during pregnancy has not been well characterized.']	(263, 363)
PMC2022678.nxml.gz	2	['Objectives\nWe therefore conducted a study of 101 pregnant women who gave birth in Matlab, Bangladesh.']	(365, 466)
PMC2022678.nxml.gz	3	['Methods\nMaternal and cord blood pairs were collected and concentrations of total As were analyzed for 101 pairs, and As metabolites for 30 pairs.']	(468, 613)
PMC2022678.nxml.gz	4	['Maternal urinary As metabolites and plasma folate, cobalamin, and homocysteine levels in maternal cord pairs were also measured.']	(614, 742)
PMC2022678.nxml.gz	5	['Household tube well–water As concentrations exceeded the World Health Organization guideline of 10 μg/L in 38% of the cases.']	(743, 867)
PMC2022678.nxml.gz	6	['Results\nWe observed strong associations between maternal and cord blood concentrations of total As ( r = 0.93, p< 0.0001).']	(869, 991)
PMC2022678.nxml.gz	7	['Maternal and cord blood arsenic metabolites ( n = 30) were also strongly correlated: in dimethylarsinate (DMA) ( r = 0.94, p< 0.0001), monomethylarsonate ( r = 0.80, p< 0.0001), arsenite (As+3) ( r = 0.80, p< 0.0001), and arsenate (As+5) ( r = 0.89, p< 0.0001).']	(992, 1253)
PMC2022678.nxml.gz	8	['Maternal homocysteine was a strong predictor of %DMA in maternal urine, maternal blood, and cord blood (β = −6.2, p< 0.02; β = −10.9, p< 0.04; and β = −13.7, p< 0.04, respectively).']	(1254, 1435)
PMC2022678.nxml.gz	9	['Maternal folate was inversely associated with maternal blood As5+(β = 0.56, p< 0.05), and maternal cobalamin was inversely associated with cord blood As5+(β = −1.2, p< 0.01).']	(1436, 1610)
PMC2022678.nxml.gz	10	['Conclusions\nWe conclude that exposure to all metabolites of inorganic As occurs in the prenatal period.']	(1612, 1715)
PMC2022678.nxml.gz	11	['Exposure to arsenic-contaminated drinking water represents one of the largest public health poisonings in history, affecting tens of millions of people worldwide (Chowdhury 2004).']	(1716, 1895)
PMC2022678.nxml.gz	12	['Bangladesh is one of the most severely affected regions.']	(1896, 1952)
PMC2022678.nxml.gz	13	['Adverse health effects associated with chronic exposure to As-contaminated water include skin, bladder, kidney, and liver cancers, diabetes, and hypertension [National Research Council (NRC) 1999].']	(1953, 2150)
PMC2022678.nxml.gz	14	['Reports in the literature suggest that inorganic As (InAs) also poses increased reproductive and developmental risks in animals, though few human studies have focused on these outcomes (DeSesso et al.']	(2151, 2351)
PMC2022678.nxml.gz	15	['1998;Waalkes et al.']	(2352, 2371)
PMC2022678.nxml.gz	16	['2004).']	(2372, 2378)
PMC2022678.nxml.gz	17	['Relatively little is known about transplacental transfer of As.']	(2379, 2442)
PMC2022678.nxml.gz	18	['Several studies have addressed the impact of human prenatal As exposure, and have reported increases in miscarriage, stillbirths, and congenital heart disease (Ahmad et al.']	(2443, 2615)
PMC2022678.nxml.gz	19	['2001;Borzsonyi et al.']	(2616, 2637)
PMC2022678.nxml.gz	20	['1992;Hopenhayn-Rich et al.']	(2638, 2664)
PMC2022678.nxml.gz	21	['2000).']	(2665, 2671)
PMC2022678.nxml.gz	22	['The As in drinking water is typically inorganic, and can be present either as As+3(arsenite) or As+5(arsenate).']	(2672, 2783)
PMC2022678.nxml.gz	23	['In Bangladesh, As is primarily in the As+3form, though there are reports of a significant +5 fraction in other parts of the Bengal Delta (Zheng et al.']	(2784, 2934)
PMC2022678.nxml.gz	24	['2004).']	(2935, 2941)
PMC2022678.nxml.gz	25	['The metabolism of As in humans involves a series of reactions that alternates reduction of pentavalent As species to the trivalent state with oxidative methylation steps (Vahter and Concha 2001).']	(2942, 3137)
PMC2022678.nxml.gz	26	['In humans this process results in distinct As species, including As+3, As+5, monomethylarsonous acid (MMA+3), monomethylarsonic acid (MMA+5) and dimethlyarsinic acid (DMA+5), each with unique toxicology (Aposhian et al.']	(3138, 3357)
PMC2022678.nxml.gz	27	['2004).']	(3358, 3364)
PMC2022678.nxml.gz	28	['The trivalent As forms, which have a higher affinity for thiol groups (Vahter and Concha 2001), are more cytoxic and genotoxic than pentavalent forms.']	(3365, 3515)
PMC2022678.nxml.gz	29	['Individuals who accumulate the trivalent intermediates are thought to be at greater risk of As-induced diseases (Rossman et al.']	(3516, 3643)
PMC2022678.nxml.gz	30	['2004;Thomas et al.']	(3644, 3662)
PMC2022678.nxml.gz	31	['2004).']	(3663, 3669)
PMC2022678.nxml.gz	32	['A series of studies from Taiwan indicate that individuals who excrete relatively lower proportions of urinary DMA(+3) + (+5)are at increased risk for skin and bladder cancers and for peripheral vascular disease (Chen et al.']	(3670, 3893)
PMC2022678.nxml.gz	33	['2003a,2003b;Hsueh et al.']	(3894, 3918)
PMC2022678.nxml.gz	34	['1997;Tseng et al.']	(3919, 3936)
PMC2022678.nxml.gz	35	['2005;Yu et al.']	(3937, 3951)
PMC2022678.nxml.gz	36	['2000).']	(3952, 3958)
PMC2022678.nxml.gz	37	['Interindividual differences in metabolism of As are thought to account for some of the observed variation in susceptibility to As-related diseases (NRC 1999;Vahter 2000).']	(3959, 4129)
PMC2022678.nxml.gz	38	['Low body mass index (Milton et al.']	(4130, 4164)
PMC2022678.nxml.gz	39	['2004) and reduced methylation capacity (Davis and Uthus 2004;Gamble et al.']	(4165, 4239)
