PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001_16	[2467]	[3805]	['Introduction\nNeonatal deaths contribute greatly to child mortality in developing countries, and these deaths have steadily increased as a percentage of all deaths of children under the age of 5.12In China, by 2004 neonatal mortality accounted for more than half of all deaths in children under 5.3Low birthweight babies are at higher risk of morbidity and mortality than those of normal birth weight4and are also at risk of postnatal growth retardation, with possible adverse long term effects on their physical and cognitive development.56One of the major causes of low birth weight in developing countries is the poor nutritional status of the mother before and during pregnancy, resulting in restricted fetal growth especially during the third trimester.7\nPoor quality diet and inadequate intake, combined with increased nutrient requirements for placental and fetal growth, can lead to multiple micronutrient deficiencies in pregnancy and contribute to higher rates of low birth weight.8To address these multiple deficiency states Unicef has proposed the use of multiple micronutrient supplements in pregnancy that provide the recommended individual intakes for pregnant women.9\nChina is the most populated developing country in the world, and the prevalence of low birth weight varies across different socioeconomic groups and areas.']	possible	INCOMPLETE_EVIDENCE	[2926]	[2934]	BMJ_2008_Nov_7_337_a2001_T6
BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640_10	[1925]	[1999]	['This pattern mirrored that previously reported in the northern hemisphere.']	previously	INCOMPLETE_EVIDENCE	[1952]	[1962]	BMJ_2010_Apr_29_340_c1640_T4
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_13	[1659]	[3104]	['Introduction\nLarge for gestational age or macrosomic infants are predisposed to a variety of adverse obstetric and neonatal outcomes, and delivery of a large infant significantly increases the risk of birth complications for the mother.12In the long term, infants at the highest end of the distribution for weight or body mass index are more likely to be obese in childhood, adolescence, and early adulthood than are other infants,3and they are at greater risk of cardiovascular and metabolic complications later in life.45\nSeveral factors influence birth weight, including maternal age, parity, ethnicity, and previous delivery of a large for gestational age infant.6Both maternal weight and gestational weight gain exert a significant influence on birth weight.789Increased maternal body mass index confers an elevated risk of delivering a heavier infant,10and evidence supports a strong associations between excessive weight gain and an increased birth weight.1112\nGlucose is the main energy substrate for fetal growth.13Birth weights in infants of mothers with diabetes are increased; up to 35% are above the 95th centile.14Moreover, a strong, continuous association has been shown between maternal glucose concentrations below those diagnostic of diabetes and the incidence of macrosomia and its inherent complications.15Maternal diet, and particularly the type and content of carbohydrate, influences maternal blood glucose concentrations.']	evidence	INCOMPLETE_EVIDENCE	[2522]	[2530]	BMJ_2012_Aug_30_345_e5605_T2
BMJ_2012_Jan_30_344_e184	BMJ_2012_Jan_30_344_e184_11	[2521]	[3175]	['Introduction\nThe prevalence of allergic diseases in Australia and other industrialised countries has increased over the past 30 years and is now estimated to be at least 20%.123The cost to healthcare systems and the burden to families are high.45The pattern of allergic disease differs with age; the incidence of food allergy and atopic dermatitis peaks by 1 year of age, whereas asthma and allergic rhinitis continue to rise until around 15 years of age.6The increase in allergic disease has occurred too rapidly (within one to two generations) to be a result of genetic changes in the population, so it is likely to be related to environmental changes.']	estimated	INCOMPLETE_EVIDENCE	[2666]	[2675]	BMJ_2012_Jan_30_344_e184_T3
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_11	[2027]	[2178]	['Conclusions Dietary and lifestyle interventions in pregnancy can reduce maternal gestational weight gain and improve outcomes for both mother and baby.']	can	INCOMPLETE_EVIDENCE	[2088]	[2091]	BMJ_2012_May_17_344_e2088_T5
BMJ_2014_Feb_10_348_g1285	BMJ_2014_Feb_10_348_g1285_5	[639]	[899]	['Interventions 1108 women were randomised to a comprehensive dietary and lifestyle intervention delivered by research staff; 1104 were randomised to standard care and received pregnancy care according to local guidelines, which did not include such information.']	did not	INCOMPLETE_EVIDENCE	[866]	[873]	BMJ_2014_Feb_10_348_g1285_T6
PMC1074510	PMC1074510_2	[216]	[402]	['The Hungarian randomized and two-cohort controlled trials showed that periconceptional multivitamin supplementation can reduce the occurrence of some other structural birth defects, i.e.']	showed	INCOMPLETE_EVIDENCE	[274]	[280]	PMC1074510_T8
PMC1164414	PMC1164414_1	[365]	[630]	['Two common polymorphisms (677C>T and 1298A>C) in the gene coding for MTHFR have been shown to reduce MTHFR enzyme activity and were associated with the susceptibility to different disorders, including vascular disease, neural tube defects and lymphoid malignancies.']	have been shown	INCOMPLETE_EVIDENCE	[440]	[455]	PMC1164414_T3
PMC1168874	PMC1168874_3	[219]	[299]	['The previous human teratogenic studies had serious methodological problems, e.g.']	previous	INCOMPLETE_EVIDENCE	[223]	[231]	PMC1168874_T4
PMC1182379	PMC1182379_0	[0]	[364]	['Washing our hands of the congenital cytomegalovirus disease epidemic\n\nAbstract\n\nBackground\nEach year in the United States, an estimated 40,000 children are born with congenital cytomegalovirus (CMV) infection, causing an estimated 400 deaths and leaving approximately 8000 children with permanent disabilities such as hearing or vision loss, or mental retardation.']	estimated	INCOMPLETE_EVIDENCE	[126]	[135]	PMC1182379_T15
