PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC2009866	PMC2009866.nxml.gz-1	[185]	[309]	The main aim was to study factors identified in a previous study as potentially causally related to cancer of the oesophagus	aim	[194]	[197]	PMC2009866.nxml.gz-2
PMC2396486	PMC2396486.nxml.gz-161	[20493]	[20662]	The protein with the greatest fold change in this study was thimet oligopeptidase (down-regulated 1.67), which is involved in the degradation of these small proteins[37]	this study	[20538]	[20548]	PMC2396486.nxml.gz-162
PMC2396486	PMC2396486.nxml.gz-178	[21154]	[21330]	With respect to schizophrenia, several of proteins identified in this study have also been reported to be disrupted in post-mortem brain tissue from patients with schizophrenia	this study	[21219]	[21229]	PMC2396486.nxml.gz-179
PMC2396486	PMC2396486.nxml.gz-186	[21525]	[21744]	Similarly, mitogen-activated protein kinase 1, significantly down-regulated in this study, has been found to be down-regulated at both the mRNA and protein levels in post-mortem schizophrenia brain tissue (thalamus)[48]	this study	[21604]	[21614]	PMC2396486.nxml.gz-187
PMC2396486	PMC2396486.nxml.gz-206	[22359]	[22490]	Disappointingly, we found no overlap with the proteins identified in the current study versus those in the previous publication[18]	the current study	[22428]	[22445]	PMC2396486.nxml.gz-210
PMC2396486	PMC2396486.nxml.gz-212	[22492]	[22686]	However, the previous study was based on cortical and hippocampal tissue from adult female animals, whereas the current study was based on tissue from the nucleus accumbens in adult male animals	the current study	[22600]	[22617]	PMC2396486.nxml.gz-215
PMC2396486	PMC2396486.nxml.gz-217	[22688]	[22824]	Interpretation of the current study is also limited because of the lack of immunoblot confirmation of the differentially expressed spots	the current study	[22706]	[22723]	PMC2396486.nxml.gz-218
PMC2396486	PMC2396486.nxml.gz-244	[23732]	[23922]	Combined with other experimental findings, the current study lends further credibility to the notion that developmental vitamin D deficiency impacts adversely on normal brain development[30]	the current study	[23775]	[23792]	PMC2396486.nxml.gz-246
PMC2396486	PMC2396486.nxml.gz-36	[2365]	[2504]	In order to explore the biological plausibility of this candidate, we have a rat model that we call the Developmental Vitamin D (DVD) model	In order to	[2365]	[2376]	PMC2396486.nxml.gz-35
PMC2396486	PMC2396486.nxml.gz-7	[364]	[551]	Because the nucleus accumbens has been implicated in neuropsychiatric disorders, in the current study we examined protein expression in this region in adult rats exposed to DVD deficiency	the current study	[448]	[465]	PMC2396486.nxml.gz-10
PMC2396486	PMC2396486.nxml.gz-7	[364]	[551]	Because the nucleus accumbens has been implicated in neuropsychiatric disorders, in the current study we examined protein expression in this region in adult rats exposed to DVD deficiency	examined	[469]	[477]	PMC2396486.nxml.gz-11
PMC2396486	PMC2396486.nxml.gz-76	[5046]	[5166]	In order to further explore the impact of DVD on brain function, we undertook a proteomic study of the nucleus accumbens	to further explore	[5055]	[5073]	PMC2396486.nxml.gz-78
PMC2672462	PMC2672462.nxml.gz-130	[5384]	[5594]	This review will focus on the medical management of GDM, in particular self monitoring of blood glucose and diabetes education, dietary therapy and physical activity, pharmacotherapy, and post-partum management	This review	[5384]	[5395]	PMC2672462.nxml.gz-129
PMC2672462	PMC2672462.nxml.gz-130	[5384]	[5594]	This review will focus on the medical management of GDM, in particular self monitoring of blood glucose and diabetes education, dietary therapy and physical activity, pharmacotherapy, and post-partum management	focus	[5401]	[5406]	PMC2672462.nxml.gz-132
PMC2672462	PMC2672462.nxml.gz-7	[296]	[475]	This review will examine the pharmacological options for the management of gestational diabetes, as well as the evidence for blood glucose monitoring, dietary and exercise therapy	This review	[296]	[307]	PMC2672462.nxml.gz-6
PMC2672462	PMC2672462.nxml.gz-7	[296]	[475]	This review will examine the pharmacological options for the management of gestational diabetes, as well as the evidence for blood glucose monitoring, dietary and exercise therapy	examine	[313]	[320]	PMC2672462.nxml.gz-9
PMC2874300	PMC2874300.nxml.gz-7	[774]	[985]	Based on an extensive review of the literature, we considered this hypothesis for the 3 nutritional progressions from fetal life through infancy: prenatal nutrition, breastfeeding and introduction of solid foods	considered	[825]	[835]	PMC2874300.nxml.gz-10
PMC2885310	PMC2885310.nxml.gz-22709	[10081]	[10427]	Given that this is the first study to be conducted among pregnant women, and that pre-pregnancy BMI may reasonably be considered a confounder or a covariate along the causal pathway between maternal habitual sleep behaviors and GDM, we were careful to assess the potential independent contributions of the sleep variables (from pre-pregnancy BMI)	this ... study	[10092, 10110]	[10096, 10115]	PMC2885310.nxml.gz-22706
PMC2885310	PMC2885310.nxml.gz-22709	[10081]	[10427]	Given that this is the first study to be conducted among pregnant women, and that pre-pregnancy BMI may reasonably be considered a confounder or a covariate along the causal pathway between maternal habitual sleep behaviors and GDM, we were careful to assess the potential independent contributions of the sleep variables (from pre-pregnancy BMI)	to assess	[10330]	[10339]	PMC2885310.nxml.gz-136
PMC2885310	PMC2885310.nxml.gz-232	[20311]	[20526]	Collectively, the findings from this pilot study provides evidence consistent with the notion that glucose homeostasis in pregnancy is sensitive to maternal habitual short sleep duration and snoring during pregnancy	this ... study	[20343, 20354]	[20347, 20359]	PMC2885310.nxml.gz-234
