PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
PMC2009866	PMC2009866.nxml.gz-1	[185]	[309]	The main aim was to study factors identified in a previous study as potentially causally related to cancer of the oesophagus	aim	QUESTION_ANSWERED_BY_THIS_WORK	[194]	[197]	PMC2009866.nxml.gz-2
PMC2396486	PMC2396486.nxml.gz-7	[364]	[551]	Because the nucleus accumbens has been implicated in neuropsychiatric disorders, in the current study we examined protein expression in this region in adult rats exposed to DVD deficiency	the current study	QUESTION_ANSWERED_BY_THIS_WORK	[448]	[465]	PMC2396486.nxml.gz-10
PMC2672462	PMC2672462.nxml.gz-7	[296]	[475]	This review will examine the pharmacological options for the management of gestational diabetes, as well as the evidence for blood glucose monitoring, dietary and exercise therapy	This review	QUESTION_ANSWERED_BY_THIS_WORK	[296]	[307]	PMC2672462.nxml.gz-6
PMC2874300	PMC2874300.nxml.gz-7	[774]	[985]	Based on an extensive review of the literature, we considered this hypothesis for the 3 nutritional progressions from fetal life through infancy: prenatal nutrition, breastfeeding and introduction of solid foods	considered	QUESTION_ANSWERED_BY_THIS_WORK	[825]	[835]	PMC2874300.nxml.gz-10
PMC2885310	PMC2885310.nxml.gz-72	[3971]	[4159]	In this pilot study, we assessed associations of maternal self-reported sleep duration and snoring during early pregnancy with glucose intolerance and a diagnosis of GDM later in pregnancy	this ... study	QUESTION_ANSWERED_BY_THIS_WORK	[3974, 3985]	[3978, 3990]	PMC2885310.nxml.gz-73
PMC2889879	PMC2889879.nxml.gz-4	[358]	[556]	Our aim was to evaluate the association between the intake of different fish species, PUFA and vitamin D and the prevalence of psychotic-like symptoms in a population-based study among Swedish women	aim	QUESTION_ANSWERED_BY_THIS_WORK	[362]	[365]	PMC2889879.nxml.gz-5
PMC2898025	PMC2898025.nxml.gz-14	[472]	[636]	This paper reviews the plausibility of evidence focusing on the seasonal interrelation of farming, allergies, viruses, vitamin D, diet, birth weight, and handedness	This paper	QUESTION_ANSWERED_BY_THIS_WORK	[472]	[482]	PMC2898025.nxml.gz-13
PMC2999828	PMC2999828.nxml.gz-10	[330]	[508]	Specific pharmacological agents for treatment of asthma or allergic diseases must be cautiously selected and are discussed here with respect to safety considerations in pregnancy	here	QUESTION_ANSWERED_BY_THIS_WORK	[453]	[457]	PMC2999828.nxml.gz-12
PMC3205727	PMC3205727.nxml.gz-6	[76]	[245]	This study investigated the effects of maternal changes during pregnancy in diet, exercise, and psychosocial factors on offspring weight parameters at birth and 6 months	investigated	QUESTION_ANSWERED_BY_THIS_WORK	[87]	[99]	PMC3205727.nxml.gz-8
PMC3272870	PMC3272870.nxml.gz-29	[1668]	[2001]	In this review, the authors underline that regular adjustment of levo-thyroxine and calcium therapy is of outmost importance for both maternal and foetal well-being and offer some insight, very interesting from a practical point of view, to provide a clear and simple pathway for the management of pregnancy-associated thyroid cancer	this review	QUESTION_ANSWERED_BY_THIS_WORK	[1671]	[1682]	PMC3272870.nxml.gz-30
