PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001_0	[0]	[450]	['Impact of micronutrient supplementation during pregnancy on birth weight, duration of gestation, and perinatal mortality in rural western China: double blind cluster randomised controlled trial\n\nAbstract\nObjective To examine the impact of antenatal supplementation with multiple micronutrients or iron and folic acid compared with folic acid alone on birth weight, duration of gestation, and maternal haemoglobin concentration in the third trimester.']	Impact	SUPERFICIAL_RELATIONSHIP	[0]	[6]	BMJ_2008_Nov_7_337_a2001_T97
BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640_1	[263]	[499]	['To use the large regional and seasonal variation in ambient ultraviolet radiation in Australia to explore the association between exposure to ultraviolet radiation during pregnancy and subsequent risk of multiple sclerosis in offspring.']	association	SUPERFICIAL_RELATIONSHIP	[373]	[384]	BMJ_2010_Apr_29_340_c1640_T126
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_11	[1484]	[1596]	['It did, however, have a significant positive effect on gestational weight gain and maternal glucose intolerance.']	effect	SUPERFICIAL_RELATIONSHIP	[1529]	[1535]	BMJ_2012_Aug_30_345_e5605_T70
BMJ_2012_Jan_30_344_e184	BMJ_2012_Jan_30_344_e184_0	[0]	[410]	['Effect of n-3 long chain polyunsaturated fatty acid supplementation in pregnancy on infants’ allergies in first year of life: randomised controlled trial\n\nAbstract\nObjective To determine whether dietary n-3 long chain polyunsaturated fatty acid (LCPUFA) supplementation of pregnant women with a fetus at high risk of allergic disease reduces immunoglobulin E associated eczema or food allergy at 1 year of age.']	Effect	SUPERFICIAL_RELATIONSHIP	[0]	[6]	BMJ_2012_Jan_30_344_e184_T68
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_0	[0]	[316]	['Effects of interventions in pregnancy on maternal weight and obstetric outcomes: meta-analysis of randomised evidence\n\nAbstract\nObjective To evaluate the effects of dietary and lifestyle interventions in pregnancy on maternal and fetal weight and to quantify the effects of these interventions on obstetric outcomes.']	effects	SUPERFICIAL_RELATIONSHIP	[263]	[270]	BMJ_2012_May_17_344_e2088_T96
BMJ_2014_Feb_10_348_g1285	BMJ_2014_Feb_10_348_g1285_15	[2209]	[4265]	['Introduction\nThe World Health Organization has identified obesity as a health problem of global importance,1contributing to the burden of disease through an increased risk of cardiovascular disease and diabetes and their complications.2Overweight and obesity are commonly encountered during pregnancy, with about half of women entering pregnancy with a body mass index (BMI) ≥25.34\nThe risks associated with overweight and obesity during pregnancy are well documented and increase with increasing BMI.56Maternal complications include an increased risk of hypertension and pre-eclampsia,567gestational diabetes,567need for both induction of labour and caesarean section,567and perinatal death.89Infants born to overweight or obese women are more likely to be macrosomic,6789be admitted to intensive care,569and require treatment for jaundice or hypoglycaemia.56Furthermore, population studies consistently identify both maternal overweight and obesity and high infant birth weight (variably defined as birth weight above the 90th centile for gestational age or birth weight above 4000 g or 4500 g) as important risk factors for the development of early infant10and childhood obesity.11\nSubstantial literature on maternal weight gain in pregnancy has been summarised by the Institute of Medicine.12Several population based cohort studies have evaluated the effect of varying degrees of gestational weight gain on pregnancy outcomes for women who are overweight or obese, suggesting that, compared with higher weight gain, weight gain within the recommendations of the Institute of Medicine is associated with a reduced risk of maternal complications and of infants being born large for gestational age.13141516Most small randomised trials to date evaluating antenatal dietary and lifestyle interventions in women who are overweight or obese have primarily focused on limiting gestational weight gain, often as a surrogate measure for clinical outcomes, based on the assumption that lower weight gain will in turn improve outcomes in pregnancy and childbirth.']	associated	SUPERFICIAL_RELATIONSHIP	[2601]	[2611]	BMJ_2014_Feb_10_348_g1285_T88
PMC1074510	PMC1074510_0	[0]	[69]	['The primary prevention of birth defects: Multivitamins or folic acid?']	prevention	SUPERFICIAL_RELATIONSHIP	[12]	[22]	PMC1074510_T144
PMC1164414	PMC1164414_1	[365]	[630]	['Two common polymorphisms (677C>T and 1298A>C) in the gene coding for MTHFR have been shown to reduce MTHFR enzyme activity and were associated with the susceptibility to different disorders, including vascular disease, neural tube defects and lymphoid malignancies.']	associated	SUPERFICIAL_RELATIONSHIP	[497]	[507]	PMC1164414_T59
PMC1168874	PMC1168874_11	[1226]	[1295]	['diabetes mellitus and hyperthermia) related congenital abnormalities.']	related	SUPERFICIAL_RELATIONSHIP	[1262]	[1269]	PMC1168874_T182
PMC1182379	PMC1182379_1	[365]	[543]	['More children are affected by serious CMV-related disabilities than by several better-known childhood maladies, including Down syndrome, fetal alcohol syndrome, and spina bifida.']	affected	SUPERFICIAL_RELATIONSHIP	[383]	[391]	PMC1182379_T139
PMC1184067	PMC1184067_13	[1811]	[2012]	['[1-4] In spite of many potentially helpful interventions prior to conception, there is little literature illustrating the effectiveness of preconception services delivery through primary care settings.']	interventions	SUPERFICIAL_RELATIONSHIP	[1854]	[1867]	PMC1184067_T104
PMC1187906	PMC1187906_0	[0]	[273]	['The appearance of discretionary income: Influence on the prevalence of under- and over-nutrition\n\nAbstract\nUndernutrition – protein energy malnutrition or specific nutrient deficiencies – has been an inherent characteristic of impoverished populations throughout the world.']	Influence	SUPERFICIAL_RELATIONSHIP	[40]	[49]	PMC1187906_T78
PMC1247491	PMC1247491_0	[0]	[210]	['Children’s Health: Mother’s Thyroid, Baby’s Health\nSince the 1970s, epidemiologic studies have linked maternal thyroid insufficiency during gestation with fetal brain malformation, fetal death, and miscarriage.']	linked	SUPERFICIAL_RELATIONSHIP	[95]	[101]	PMC1247491_T25
PMC1247630	PMC1247630_0	[0]	[170]	['Headliners: Maternal Nutrition and Child Cancer: Mother’s Pre-pregnancy Diet May Influence Child Cancer Risk\nJensen CD, Block G, Buffler P, Ma X, Selvin S, Month S. 2004.']	Influence	SUPERFICIAL_RELATIONSHIP	[81]	[90]	PMC1247630_T19
PMC1252725	PMC1252725_0	[0]	[324]	['Evaluation of maternal infusion therapy during pregnancy for fetal development\n\nAbstract\nThe aim of this project was to study the possible association between maternal infusion treatments during pregnancy and variables of fetal development as well as the occurrence of congenital abnormalities (CA) in a case-control design.']	association	SUPERFICIAL_RELATIONSHIP	[139]	[150]	PMC1252725_T79
PMC1280409	PMC1280409_0	[0]	[154]	['Fetal Environment and Schizophrenia\n\nAbstract\nSchizophrenia and related disorders are adult-onset illnesses with no definitively established risk factors.']	related	SUPERFICIAL_RELATIONSHIP	[64]	[71]	PMC1280409_T156
PMC1281283	PMC1281283_2	[328]	[553]	['We examined associations of maternal fish intake during pregnancy and maternal hair mercury at delivery with infant cognition among 135 mother–infant pairs in Project Viva, a prospective U.S. pregnancy and child cohort study.']	associations	SUPERFICIAL_RELATIONSHIP	[340]	[352]	PMC1281283_T99
PMC1281295	PMC1281295_7	[1325]	[1480]	['Emphasis on personal rather than environmental sampling in conjunction with urine or blood sampling is likely to be most effective at classifying exposure.']	effective	SUPERFICIAL_RELATIONSHIP	[1446]	[1455]	PMC1281295_T229
PMC1361787	PMC1361787_8	[1470]	[1708]	['Its use as a research tool in this population may provide important information about associations of nutrient intakes with pregnancy outcomes and may help to identify groups of women who would benefit most from nutritional interventions.']	associations	SUPERFICIAL_RELATIONSHIP	[1556]	[1568]	PMC1361787_T106
PMC1409785	PMC1409785_13	[1565]	[1791]	['Conclusion\nPrimary health care workers may have inadequate knowledge and misconceptions on NNJ which must be addressed concertedly before the impact of the condition on child health and well-being can be significantly reduced.']	impact	SUPERFICIAL_RELATIONSHIP	[1707]	[1713]	PMC1409785_T41
PMC1448690	PMC1448690_3	[641]	[894]	['A consensus is beginning to develop round the view that more fundamental changes in lifestyle have led to decreased exposure to certain microbial or other species, such as helminths, that are important for the development of immunoregulatory mechanisms.']	led	SUPERFICIAL_RELATIONSHIP	[740]	[743]	PMC1448690_T814
PMC1459875	PMC1459875_0	[0]	[257]	['The effect of pre-pregnancy body mass index and gestational weight gain on pregnancy outcomes in urban care settings in Urmia-Iran\n\nAbstract\n\nBackground\nNutritional status of women has been considered an important prognostic indicator of pregnancy outcomes.']	effect	SUPERFICIAL_RELATIONSHIP	[4]	[10]	PMC1459875_T80
PMC1474522	PMC1474522_0	[0]	[86]	['Lesions of testis and epididymis associated with prenatal diethylstilbestrol exposure.']	associated	SUPERFICIAL_RELATIONSHIP	[33]	[43]	PMC1474522_T0
PMC1481554	PMC1481554_0	[0]	[339]	['A randomized cross over trial of tolerability and compliance of a micronutrient supplement with low iron separated from calcium vs high iron combined with calcium in pregnant women [ISRCTN56071145]\n\nAbstract\n\nBackground\nPrenatal micronutrient combinations with high iron content are associated with high rates of gastrointestinal symptoms.']	associated	SUPERFICIAL_RELATIONSHIP	[283]	[293]	PMC1481554_T70
PMC1533075	PMC1533075_0	[0]	[121]	['Results from an international case-control study of childhood brain tumors: the role of prenatal vitamin supplementation.']	role	SUPERFICIAL_RELATIONSHIP	[80]	[84]	PMC1533075_T6
PMC1544352	PMC1544352_16	[2389]	[2662]	["There are limited data on the extent of women's use of either herbal or vitamin supplements during pregnancy [7], despite the fact that knowledge of the potential side effects of many of these products is limited, particularly with respect to their use in pregnancy [8-11]."]	effects	SUPERFICIAL_RELATIONSHIP	[2557]	[2564]	PMC1544352_T115
PMC1592148	PMC1592148_9	[1444]	[1689]	['For women with prior adverse outcomes such as preterm delivery, we propose an internatal care model based on known etiologic pathways, with the goal of preventing recurrence by addressing these biobehavioral pathways prior to the next pregnancy.']	based on	SUPERFICIAL_RELATIONSHIP	[1544]	[1552]	PMC1592148_T356
