PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_0	[0]	[236]	['Low glycaemic index diet in pregnancy to prevent macrosomia (ROLO study): randomised control trial\n\nAbstract\nObjective To determine if a low glycaemic index diet in pregnancy could reduce the incidence of macrosomia in an at risk group.']	pregnancy	GO_BP	[28]	[37]	BMJ_2012_Aug_30_345_e5605_T65
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_0	[0]	[236]	['Low glycaemic index diet in pregnancy to prevent macrosomia (ROLO study): randomised control trial\n\nAbstract\nObjective To determine if a low glycaemic index diet in pregnancy could reduce the incidence of macrosomia in an at risk group.']	pregnancy	GO_BP	[165]	[174]	BMJ_2012_Aug_30_345_e5605_T66
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_3	[320]	[494]	['Participants 800 women without diabetes, all in their second pregnancy between January 2007 to January 2011, having previously delivered an infant weighing greater than 4 kg.']	pregnancy	GO_BP	[381]	[390]	BMJ_2012_Aug_30_345_e5605_T67
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_3	[320]	[494]	['Participants 800 women without diabetes, all in their second pregnancy between January 2007 to January 2011, having previously delivered an infant weighing greater than 4 kg.']	delivered	GO_BP	[447]	[456]	BMJ_2012_Aug_30_345_e5605_T68
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_4	[495]	[625]	['Intervention Women were randomised to receive no dietary intervention or start on a low glycaemic index diet from early pregnancy.']	pregnancy	GO_BP	[615]	[624]	BMJ_2012_Aug_30_345_e5605_T69
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_5	[626]	[699]	['Main outcomes The primary outcome measure was difference in birth weight.']	birth	GO_BP	[686]	[691]	BMJ_2012_Aug_30_345_e5605_T70
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_6	[700]	[772]	['The secondary outcome measure was difference in gestational weight gain.']	gestational	GO_BP	[748]	[759]	BMJ_2012_Aug_30_345_e5605_T71
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_7	[773]	[904]	['Results No significant difference was seen between the two groups in absolute birth weight, birthweight centile, or ponderal index.']	birth	GO_BP	[851]	[856]	BMJ_2012_Aug_30_345_e5605_T72
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_7	[773]	[904]	['Results No significant difference was seen between the two groups in absolute birth weight, birthweight centile, or ponderal index.']	birthweight	GO_BP	[865]	[876]	BMJ_2012_Aug_30_345_e5605_T73
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_8	[905]	[1075]	['Significantly less gestational weight gain occurred in women in the intervention arm (12.2 v 13.7 kg; mean difference −1.3, 95% confidence interval −2.4 to −0.2; P=0.01).']	gestational	GO_BP	[924]	[935]	BMJ_2012_Aug_30_345_e5605_T74
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_9	[1076]	[1326]	['The rate of glucose intolerance was also lower in the intervention arm: 21% (67/320) compared with 28% (100/352) of controls had a fasting glucose of 5.1 mmol/L or greater or a 1 hour glucose challenge test result of greater than 7.8 mmol/L (P=0.02).']	glucose	CHEBI	[1088]	[1095]	BMJ_2012_Aug_30_345_e5605_T0
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_9	[1076]	[1326]	['The rate of glucose intolerance was also lower in the intervention arm: 21% (67/320) compared with 28% (100/352) of controls had a fasting glucose of 5.1 mmol/L or greater or a 1 hour glucose challenge test result of greater than 7.8 mmol/L (P=0.02).']	glucose	CHEBI	[1215]	[1222]	BMJ_2012_Aug_30_345_e5605_T1
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_9	[1076]	[1326]	['The rate of glucose intolerance was also lower in the intervention arm: 21% (67/320) compared with 28% (100/352) of controls had a fasting glucose of 5.1 mmol/L or greater or a 1 hour glucose challenge test result of greater than 7.8 mmol/L (P=0.02).']	glucose	CHEBI	[1260]	[1267]	BMJ_2012_Aug_30_345_e5605_T2
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_10	[1327]	[1483]	['Conclusion A low glycaemic index diet in pregnancy did not reduce the incidence of large for gestational age infants in a group at risk of fetal macrosomia.']	glycaemic	CHEBI	[1344]	[1353]	BMJ_2012_Aug_30_345_e5605_T3
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_10	[1327]	[1483]	['Conclusion A low glycaemic index diet in pregnancy did not reduce the incidence of large for gestational age infants in a group at risk of fetal macrosomia.']	pregnancy	GO_BP	[1368]	[1377]	BMJ_2012_Aug_30_345_e5605_T75
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_10	[1327]	[1483]	['Conclusion A low glycaemic index diet in pregnancy did not reduce the incidence of large for gestational age infants in a group at risk of fetal macrosomia.']	gestational	GO_BP	[1420]	[1431]	BMJ_2012_Aug_30_345_e5605_T76
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_11	[1484]	[1596]	['It did, however, have a significant positive effect on gestational weight gain and maternal glucose intolerance.']	gestational	GO_BP	[1539]	[1550]	BMJ_2012_Aug_30_345_e5605_T77
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_11	[1484]	[1596]	['It did, however, have a significant positive effect on gestational weight gain and maternal glucose intolerance.']	glucose	CHEBI	[1576]	[1583]	BMJ_2012_Aug_30_345_e5605_T4
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_13	[1659]	[3104]	['Introduction\nLarge for gestational age or macrosomic infants are predisposed to a variety of adverse obstetric and neonatal outcomes, and delivery of a large infant significantly increases the risk of birth complications for the mother.12In the long term, infants at the highest end of the distribution for weight or body mass index are more likely to be obese in childhood, adolescence, and early adulthood than are other infants,3and they are at greater risk of cardiovascular and metabolic complications later in life.45\nSeveral factors influence birth weight, including maternal age, parity, ethnicity, and previous delivery of a large for gestational age infant.6Both maternal weight and gestational weight gain exert a significant influence on birth weight.789Increased maternal body mass index confers an elevated risk of delivering a heavier infant,10and evidence supports a strong associations between excessive weight gain and an increased birth weight.1112\nGlucose is the main energy substrate for fetal growth.13Birth weights in infants of mothers with diabetes are increased; up to 35% are above the 95th centile.14Moreover, a strong, continuous association has been shown between maternal glucose concentrations below those diagnostic of diabetes and the incidence of macrosomia and its inherent complications.15Maternal diet, and particularly the type and content of carbohydrate, influences maternal blood glucose concentrations.']	gestational	GO_BP	[1682]	[1693]	BMJ_2012_Aug_30_345_e5605_T78
