PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
PMC1247630	PMC1247630.nxml.gz-16	[843]	[952]	the few studies that have been done have focused on specific dietary factors, and the results have been mixed	mixed	ALTERNATIVE_OPTIONS_CONTROVERSY	[947]	[952]	PMC1247630.nxml.gz-21
PMC1626394	PMC1626394.nxml.gz-14	[2273]	[2389]	Thus, the researchers suggest that excess iron supplementation can cause the same problems it is supposed to correct	supposed to	ALTERNATIVE_OPTIONS_CONTROVERSY	[2370]	[2381]	PMC1626394.nxml.gz-17
PMC2265032	PMC2265032.nxml.gz-8	[1272]	[1392]	Moreover, previously noted associations between current smoking and age at menopause were not observed among these women	not observed	ALTERNATIVE_OPTIONS_CONTROVERSY	[1362]	[1374]	PMC2265032.nxml.gz-11
PMC2396486	PMC2396486.nxml.gz-96	[12565]	[12800]	While we did not adjust the p value for the number of comparisons undertaken, we report the false discovery rate, which provides an estimate of the proportion of significantly different proteins (p<0.05) that may be truly null[25],[26]	While	ALTERNATIVE_OPTIONS_CONTROVERSY	[12565]	[12570]	PMC2396486.nxml.gz-95
PMC2516588	PMC2516588.nxml.gz-11	[1380]	[1605]	In previous work and a scoping study, we found that most of the research carried out in relation to impaired spermatogenesis had investigated time trends rather than association with specific risk factors (Martin et al. 2007)	rather	ALTERNATIVE_OPTIONS_CONTROVERSY	[1534]	[1540]	PMC2516588.nxml.gz-15
PMC2672462	PMC2672462.nxml.gz-15	[638]	[809]	As insulin therapy is effective and safe, it is considered the gold standard of pharmacotherapy for gestational diabetes, against which other treatments have been compared	other	ALTERNATIVE_OPTIONS_CONTROVERSY	[774]	[779]	PMC2672462.nxml.gz-18
PMC2874300	PMC2874300.nxml.gz-12	[987]	[1245]	While there is little conclusive evidence to support that a prudent diet is protective against AM especially after birth, modest evidence suggests that a prenatal maternal nutrition high in n-3 and micronutrients (e.g. vitamins C, D and E) protect against AM	While	ALTERNATIVE_OPTIONS_CONTROVERSY	[987]	[992]	PMC2874300.nxml.gz-2625
PMC2885310	PMC2885310.nxml.gz-59	[3557]	[3833]	Most sleep studies, however, have excluded pregnant women; hence very little is known about how insufficient sleep and sleep disordered breathing during gestation contribute to increased risks of medical complications of pregnancy including gestational diabetes mellitus (GDM)	however	ALTERNATIVE_OPTIONS_CONTROVERSY	[3577]	[3584]	PMC2885310.nxml.gz-60
PMC2889879	PMC2889879.nxml.gz-13	[1803]	[2088]	For fatty fish (herring/mackerel, salmon-type fish), the strongest inverse association was found for an intermediate intake (RR: 0.81, 95% CI, 0.66-0.98), whereas a high intake of fatty fish was associated with an increased risk of psychotic-like symptoms (RR: 1.90, 95% CI, 1.34-2.70)	whereas	ALTERNATIVE_OPTIONS_CONTROVERSY	[1958]	[1965]	PMC2889879.nxml.gz-16
PMC2898025	PMC2898025.nxml.gz-56	[4311]	[4436]	Several recent studies have explored season of birth as a risk factor for adult glioma, but results have been mixed (Table 1)	mixed	ALTERNATIVE_OPTIONS_CONTROVERSY	[4421]	[4426]	PMC2898025.nxml.gz-59
PMC2999828	PMC2999828.nxml.gz-14	[510]	[581]	Although most drugs do not harm the fetus, this knowledge is incomplete	Although	ALTERNATIVE_OPTIONS_CONTROVERSY	[510]	[518]	PMC2999828.nxml.gz-16
PMC3205727	PMC3205727.nxml.gz-1142	[1412]	[1626]	While shared genes account for some of the similarity in maternal and offspring weight, evidence suggests that exposure to the uterine environment of an obese woman itself may directly program offspring obesity [3]	While	ALTERNATIVE_OPTIONS_CONTROVERSY	[1412]	[1417]	PMC3205727.nxml.gz-1140
PMC3272870	PMC3272870.nxml.gz-11	[626]	[905]	However, thyroid cancer detected during pregnancy may cause anxiety about the optimal timing of recommended treatments and about both maternal and neonatal morbidity, as weel as pregnancy following a diagnosis of thyroid cancer obviously needs both maternal and foetal management	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[626]	[633]	PMC3272870.nxml.gz-10
PMC3279448	PMC3279448.nxml.gz-70	[5377]	[5638]	Further, we aimed to explore whether alterations to the methylation of these regions are associated with methylation of gene-associated loci using a genomewide bioinformatic approach, in order to provide clues about the potential importance of these alterations	whether	ALTERNATIVE_OPTIONS_CONTROVERSY	[5406]	[5413]	PMC3279448.nxml.gz-72
PMC3342123	PMC3342123.nxml.gz-149	[27736]	[27840]	However, longitudinal studies focussed on diet-dependent alterations of cell cycle regulators are scarce	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[27736]	[27743]	PMC3342123.nxml.gz-151
PMC3348565	PMC3348565.nxml.gz-8	[305]	[471]	Our aim was to assess whether oral supplementation of vitamin D3(cholecalciferol) will reduce the incidence and severity of pneumonia in a high-risk infant population	whether	ALTERNATIVE_OPTIONS_CONTROVERSY	[327]	[334]	PMC3348565.nxml.gz-14401
PMC3373750	PMC3373750.nxml.gz-9	[718]	[924]	We asked women if they discussed the use of herbs with their prenatal care provider, and how satisfied they were with these discussions; we asked the same questions about prenatal vitamin use for comparison	if	ALTERNATIVE_OPTIONS_CONTROVERSY	[733]	[735]	PMC3373750.nxml.gz-11
PMC3400371	PMC3400371.nxml.gz-13	[774]	[1094]	However, these prospects are threatened by side effects of iron supplements, low utilization of maternal health service in developing countries, partial implementation of preventive treatments, and weak infrastructure and political commitment to implement mass fortification of local staple foods by national governments	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[774]	[781]	PMC3400371.nxml.gz-12
PMC3427250	PMC3427250.nxml.gz-24	[2372]	[2512]	The ubiquitous presence of vitamin D receptors in most tissues, including the placenta, suggests that vitamin D may have other roles as well	other	ALTERNATIVE_OPTIONS_CONTROVERSY	[2493]	[2498]	PMC3427250.nxml.gz-27
PMC3679768	PMC3679768.nxml.gz-34	[6196]	[6448]	While there are no firmly established practice guidelines, it has been suggested that before 28 weeks of gestation, aortic repair should proceed without cesarean section and after 32 weeks gestation, emergency cesarean section precede aortic repair [6]	While	ALTERNATIVE_OPTIONS_CONTROVERSY	[6196]	[6201]	PMC3679768.nxml.gz-33
PMC3914197	PMC3914197.nxml.gz-50	[5860]	[6013]	On the other hand, liver dysfunction in patients with HELLP syndrome decreases the degradation of the vasopressinase as described by Ellidokuz et al. [7]	On the other hand	ALTERNATIVE_OPTIONS_CONTROVERSY	[5860]	[5877]	PMC3914197.nxml.gz-49
PMC3915248	PMC3915248.nxml.gz-28	[3607]	[3709]	We thought we were very fortunate, but we were not told, ‘Later on this will affect you in this way.’”	but	ALTERNATIVE_OPTIONS_CONTROVERSY	[3642]	[3645]	PMC3915248.nxml.gz-30
PMC3933411	PMC3933411.nxml.gz-44	[2651]	[2796]	A lack of vitamins and minerals can adversely influence the newborn’s weight, even if the dietary intake of proteins and energy is adequate [5,6]	if	ALTERNATIVE_OPTIONS_CONTROVERSY	[2734]	[2736]	PMC3933411.nxml.gz-49
PMC4311629	PMC4311629.nxml.gz-8	[1097]	[1302]	Conversely, several studies in both rodents and humans have shown that BAT activation (by cold exposure, β3-agonist treatment, transplantation and others) improves glucose tolerance and insulin sensitivity	Conversely	ALTERNATIVE_OPTIONS_CONTROVERSY	[1097]	[1107]	PMC4311629.nxml.gz-9
PMC4352710	PMC4352710.nxml.gz-34	[2344]	[2502]	However, a prospective study of 42 couples, who had paternal methotrxate exposure at the time of conception, did not identify any congenital abnormalities [9]	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[2344]	[2351]	PMC4352710.nxml.gz-33
PMC4377896	PMC4377896.nxml.gz-18	[1317]	[1497]	This review indicates that the benefits of diets providing moderate amounts of fish during pregnancy outweigh potential detrimental effects in regards to offspring neurodevelopment	outweigh	ALTERNATIVE_OPTIONS_CONTROVERSY	[1418]	[1426]	PMC4377896.nxml.gz-21
PMC4428817	PMC4428817.nxml.gz-1183	[454]	[500]	To determine if IIH is occurring more commonly	if	ALTERNATIVE_OPTIONS_CONTROVERSY	[467]	[469]	PMC4428817.nxml.gz-10
PMC4564405	PMC4564405.nxml.gz-10	[1256]	[1419]	However, there were elements of dissatisfaction with health centre services, poor sitting facilities, amenities, few health education talks and poor nursing skills	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[1256]	[1263]	PMC4564405.nxml.gz-9
PMC4653409	PMC4653409.nxml.gz-11	[684]	[785]	the literature remains inconclusive on the role of dietary factors in the development of this disease	inconclusive	ALTERNATIVE_OPTIONS_CONTROVERSY	[707]	[719]	PMC4653409.nxml.gz-13
PMC4859539	PMC4859539.nxml.gz-5	[256]	[468]	This study sought to determine if circulating cathelicidin concentrations in healthy children are related to the age of the child, body composition and vitamin D status at birth and at the time of the study visit	if	ALTERNATIVE_OPTIONS_CONTROVERSY	[287]	[289]	PMC4859539.nxml.gz-9
PMC4897523	PMC4897523.nxml.gz-25	[967]	[1120]	Pollutants, selective serotonin reuptake inhibitors, artificial insemination, and fertility medications may have a link, but results are often conflicted	conflicted	ALTERNATIVE_OPTIONS_CONTROVERSY	[1110]	[1120]	PMC4897523.nxml.gz-28
PMC4954778	PMC4954778.nxml.gz-4	[365]	[650]	To determine if the effects of HV gestational diets on obesogenic phenotypes in the offspring arise as a consequence of altered hypothalamic control of feeding behavior and if their increased food intake could be prevented by feeding them HV or high folate (10-fold folate, HFol) diets	if	ALTERNATIVE_OPTIONS_CONTROVERSY	[378]	[380]	PMC4954778.nxml.gz-5
PMC4992225	PMC4992225.nxml.gz-55	[3301]	[3471]	Prevalence of postpartum depression varies throughout the world; however researchers have used different scales and cut off points to describe this psychological disorder	varies	ALTERNATIVE_OPTIONS_CONTROVERSY	[3337]	[3343]	PMC4992225.nxml.gz-56
PMC5030620	PMC5030620.nxml.gz-33	[1001]	[1191]	While this small body of evidence is largely composed of exploratory in vivo high-dose range studies, it does set a precedent for the existence of environmentally induced epigenetic toxicity	While	ALTERNATIVE_OPTIONS_CONTROVERSY	[1001]	[1006]	PMC5030620.nxml.gz-32
PMC5143410	PMC5143410.nxml.gz-34	[3775]	[3912]	The other theory is that undifferentiated mesenchymal cells undergo metaplastic differentiation in the setting of inflammation or hypoxia	other	ALTERNATIVE_OPTIONS_CONTROVERSY	[3779]	[3784]	PMC5143410.nxml.gz-35
PMC5187359	PMC5187359.nxml.gz-4	[336]	[534]	It is still unknown whether both, the endocannabinoid (eCB) machinery and the lipid metabolism are implicated in long-term adaptive responses to fetal reprogramming caused by maternal undernutrition	whether ... and	ALTERNATIVE_OPTIONS_CONTROVERSY	[356, 406]	[363, 409]	PMC5187359.nxml.gz-7
PMC5273824	PMC5273824.nxml.gz-7	[224]	[411]	To study the Vitamin D nutritional status of pregnant women with gestational diabetes mellitus (GDM) in the middle and late pregnancy and analyze the different sources of Vitamin D intake	different	ALTERNATIVE_OPTIONS_CONTROVERSY	[374]	[383]	PMC5273824.nxml.gz-9
PMC5540678	PMC5540678.nxml.gz-35	[2072]	[2291]	An alternative hypothesis, which has received less attention, is that the epidemic of asthma and atopy in the West could partly be explained by an increasing dietary intake of foods and constituents which may be harmful	alternative	ALTERNATIVE_OPTIONS_CONTROVERSY	[2075]	[2086]	PMC5540678.nxml.gz-36
PMC5685050	PMC5685050.nxml.gz-15	[1646]	[1747]	However, according to the recent studies, vitamin D deficiency is also common in these countries10,11	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[1646]	[1653]	PMC5685050.nxml.gz-14
PMC5812027	PMC5812027.nxml.gz-22645	[3342]	[3525]	Also, maternal 25OHD < 28 nmol/L in late, but not early, pregnancy have been associated with lower infant birth size and shorter gestational length in a smaller longitudinal study [8]	but not	ALTERNATIVE_OPTIONS_CONTROVERSY	[3384]	[3391]	PMC5812027.nxml.gz-51
PMC6000839	PMC6000839.nxml.gz-45	[3111]	[3281]	However, due to a wide range of nutrient interactions, maternal dietary patterns should be explored to achieve the association between maternal nutrition and fetal growth	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[3111]	[3118]	PMC6000839.nxml.gz-44
PMC6011374	PMC6011374.nxml.gz-37	[2931]	[3064]	However, inconsistencies between studies reflect uncertainty about the true effect of vitamin D deficiency on pregnancy outcome [5,6]	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[2931]	[2938]	PMC6011374.nxml.gz-36
PMC6022422	PMC6022422.nxml.gz-20	[1646]	[1860]	Maternal serum visfatin level shows a relationship with fetal and infant anthropometric indicators, with different effects in the two groups, suggesting visfatin dysfunction in the overweight group before pregnancy	different	ALTERNATIVE_OPTIONS_CONTROVERSY	[1751]	[1760]	PMC6022422.nxml.gz-8162
PMC6029118	PMC6029118.nxml.gz-11	[518]	[644]	However, most of the evidence is from observational epidemiological studies except for a very few randomised controlled trials	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[518]	[525]	PMC6029118.nxml.gz-10
PMC6033232	PMC6033232.nxml.gz-37	[2977]	[3175]	High meat consumption during pregnancy is associated with an increased risk of wheeze in the first year of life, while maternal dairy intake is associated with a reduced risk of infantile wheeze [2]	while	ALTERNATIVE_OPTIONS_CONTROVERSY	[3090]	[3095]	PMC6033232.nxml.gz-39
PMC6039335	PMC6039335.nxml.gz-23	[1594]	[1723]	Thus, a combination of several strategies may be needed to manipulate IMF deposition, depending on the consumer’s beef preference	depending on	ALTERNATIVE_OPTIONS_CONTROVERSY	[1680]	[1692]	PMC6039335.nxml.gz-26
PMC6054603	PMC6054603.nxml.gz-16	[2683]	[2950]	Kitsantas and colleagues [9] report that maternal pre-gravid obesity increases the odds of pre-school obesity by a factor of 1.6 (OR 1.60; 95% CI 1.26–2.03), while Rooney and colleagues [10] report a substantially greater increase in risk (RR 6.35; 95% CI 3.28–12.30)	while	ALTERNATIVE_OPTIONS_CONTROVERSY	[2841]	[2846]	PMC6054603.nxml.gz-18
PMC6056931	PMC6056931.nxml.gz-49	[4425]	[4588]	However, adequate maternal intakes of zinc and vitamin A may also be important for optimal pregnancy outcomes, as well as for maternal and offspring health [11–13]	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[4425]	[4432]	PMC6056931.nxml.gz-48
