PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC1247630	PMC1247630.nxml.gz-16	[843]	[952]	the few studies that have been done have focused on specific dietary factors, and the results have been mixed	mixed	[947]	[952]	PMC1247630.nxml.gz-21
PMC1626394	PMC1626394.nxml.gz-14	[2273]	[2389]	Thus, the researchers suggest that excess iron supplementation can cause the same problems it is supposed to correct	supposed to	[2370]	[2381]	PMC1626394.nxml.gz-17
PMC2265032	PMC2265032.nxml.gz-14	[1812]	[2136]	The researchers proposed three possible explanations for their findings: the birds could have been exposed to the bacteria through contact with other species of birds migrating from other regions, or resistance could have developed either through spontaneous mutations or through horizontal gene transfer from other microbes	either	[2044]	[2050]	PMC2265032.nxml.gz-20
PMC2265032	PMC2265032.nxml.gz-8	[1272]	[1392]	Moreover, previously noted associations between current smoking and age at menopause were not observed among these women	not observed	[1362]	[1374]	PMC2265032.nxml.gz-11
PMC2396486	PMC2396486.nxml.gz-10710	[22826]	[22958]	The small fold changes found in the study, while statistically significant, were too low to be reliably confirmed via immunoblot[49]	while	[22869]	[22874]	PMC2396486.nxml.gz-222
PMC2396486	PMC2396486.nxml.gz-116	[17913]	[18072]	Calcium binding proteins are central to a wide range of cellular functions, of which calcium sequestration and buffering are particularly important for neurons	wide range	[17955]	[17965]	PMC2396486.nxml.gz-117
PMC2396486	PMC2396486.nxml.gz-119	[18074]	[18324]	Amongst other functions, it is thought that this family of diffuse cytoplasmic proteins provides a ‘sink’ allowing cells to rapidly buffer intracellular calcium after actions potentials, thus allowing the cell to rapidly repolarise for further firing	other	[18082]	[18087]	PMC2396486.nxml.gz-120
PMC2396486	PMC2396486.nxml.gz-204	[22224]	[22357]	Alternately, any reduction in cellular energetics within this region may delay the integration of cortical and/or sub-cortical inputs	Alternately	[22224]	[22235]	PMC2396486.nxml.gz-203
PMC2396486	PMC2396486.nxml.gz-206	[22359]	[22490]	Disappointingly, we found no overlap with the proteins identified in the current study versus those in the previous publication[18]	no overlap	[22385]	[22395]	PMC2396486.nxml.gz-209
PMC2396486	PMC2396486.nxml.gz-212	[22492]	[22686]	However, the previous study was based on cortical and hippocampal tissue from adult female animals, whereas the current study was based on tissue from the nucleus accumbens in adult male animals	However	[22492]	[22499]	PMC2396486.nxml.gz-211
PMC2396486	PMC2396486.nxml.gz-212	[22492]	[22686]	However, the previous study was based on cortical and hippocampal tissue from adult female animals, whereas the current study was based on tissue from the nucleus accumbens in adult male animals	whereas	[22592]	[22599]	PMC2396486.nxml.gz-214
PMC2396486	PMC2396486.nxml.gz-244	[23732]	[23922]	Combined with other experimental findings, the current study lends further credibility to the notion that developmental vitamin D deficiency impacts adversely on normal brain development[30]	other	[23746]	[23751]	PMC2396486.nxml.gz-245
PMC2396486	PMC2396486.nxml.gz-96	[12565]	[12800]	While we did not adjust the p value for the number of comparisons undertaken, we report the false discovery rate, which provides an estimate of the proportion of significantly different proteins (p<0.05) that may be truly null[25],[26]	While	[12565]	[12570]	PMC2396486.nxml.gz-95
