PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001_31	[6260]	[6698]	['Before the start of the trial, we estimated that we needed a sample of 2255 eligible pregnant women per treatment to detect a 25% reduction in low birth weight between either iron-folic acid or multiple micronutrient and folic acid (control) groups, assuming a two tailed test, with α=0.05 and β=0.20, and a prevalence of low birth weight of 9.3% (based on a three month sample in 2000 of births from a county hospital in the study area).']	assuming	ALTERNATIVE_OPTIONS_CONTROVERSY	[6510]	[6518]	BMJ_2008_Nov_7_337_a2001_T201
BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640_17	[3299]	[3772]	['This latitudinal gradient seems environmentally related because the risk associated with latitude alters if people move after birth.45A strong environmental candidate is the level of ambient regional ultraviolet radiation, acting either directly or through the generation of vitamin D.6Higher exposure to ultraviolet radiation,7higher vitamin D intake,8and also higher serum vitamin D concentrations9seem to be associated with a reduced risk of onset of multiple sclerosis.']	either ... or	ALTERNATIVE_OPTIONS_CONTROVERSY	[3529, 3545]	[3535, 3547]	BMJ_2010_Apr_29_340_c1640_T248
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_0	[0]	[236]	['Low glycaemic index diet in pregnancy to prevent macrosomia (ROLO study): randomised control trial\n\nAbstract\nObjective To determine if a low glycaemic index diet in pregnancy could reduce the incidence of macrosomia in an at risk group.']	if	ALTERNATIVE_OPTIONS_CONTROVERSY	[132]	[134]	BMJ_2012_Aug_30_345_e5605_T118
BMJ_2012_Jan_30_344_e184	BMJ_2012_Jan_30_344_e184_0	[0]	[410]	['Effect of n-3 long chain polyunsaturated fatty acid supplementation in pregnancy on infants’ allergies in first year of life: randomised controlled trial\n\nAbstract\nObjective To determine whether dietary n-3 long chain polyunsaturated fatty acid (LCPUFA) supplementation of pregnant women with a fetus at high risk of allergic disease reduces immunoglobulin E associated eczema or food allergy at 1 year of age.']	whether	ALTERNATIVE_OPTIONS_CONTROVERSY	[187]	[194]	BMJ_2012_Jan_30_344_e184_T121
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_6	[923]	[1073]	['Overall, there was 1.42 kg reduction (95% confidence interval 0.95 to 1.89 kg) in gestational weight gain with any intervention compared with control.']	compared with	ALTERNATIVE_OPTIONS_CONTROVERSY	[1051]	[1064]	BMJ_2012_May_17_344_e2088_T222
BMJ_2014_Feb_10_348_g1285	BMJ_2014_Feb_10_348_g1285_15	[2209]	[4265]	['Introduction\nThe World Health Organization has identified obesity as a health problem of global importance,1contributing to the burden of disease through an increased risk of cardiovascular disease and diabetes and their complications.2Overweight and obesity are commonly encountered during pregnancy, with about half of women entering pregnancy with a body mass index (BMI) ≥25.34\nThe risks associated with overweight and obesity during pregnancy are well documented and increase with increasing BMI.56Maternal complications include an increased risk of hypertension and pre-eclampsia,567gestational diabetes,567need for both induction of labour and caesarean section,567and perinatal death.89Infants born to overweight or obese women are more likely to be macrosomic,6789be admitted to intensive care,569and require treatment for jaundice or hypoglycaemia.56Furthermore, population studies consistently identify both maternal overweight and obesity and high infant birth weight (variably defined as birth weight above the 90th centile for gestational age or birth weight above 4000 g or 4500 g) as important risk factors for the development of early infant10and childhood obesity.11\nSubstantial literature on maternal weight gain in pregnancy has been summarised by the Institute of Medicine.12Several population based cohort studies have evaluated the effect of varying degrees of gestational weight gain on pregnancy outcomes for women who are overweight or obese, suggesting that, compared with higher weight gain, weight gain within the recommendations of the Institute of Medicine is associated with a reduced risk of maternal complications and of infants being born large for gestational age.13141516Most small randomised trials to date evaluating antenatal dietary and lifestyle interventions in women who are overweight or obese have primarily focused on limiting gestational weight gain, often as a surrogate measure for clinical outcomes, based on the assumption that lower weight gain will in turn improve outcomes in pregnancy and childbirth.']	assumption	ALTERNATIVE_OPTIONS_CONTROVERSY	[4173]	[4183]	BMJ_2014_Feb_10_348_g1285_T164
PMC1074510	PMC1074510_4	[429]	[502]	['These findings were supported by many, but not all observational studies.']	not all	ALTERNATIVE_OPTIONS_CONTROVERSY	[472]	[479]	PMC1074510_T238
PMC1164414	PMC1164414_1	[365]	[630]	['Two common polymorphisms (677C>T and 1298A>C) in the gene coding for MTHFR have been shown to reduce MTHFR enzyme activity and were associated with the susceptibility to different disorders, including vascular disease, neural tube defects and lymphoid malignancies.']	different	ALTERNATIVE_OPTIONS_CONTROVERSY	[535]	[544]	PMC1164414_T103
PMC1168874	PMC1168874_7	[687]	[799]	['On the other hand, in the so-called case-control epidemiological studies in general recall bias was not limited.']	On the other hand	ALTERNATIVE_OPTIONS_CONTROVERSY	[687]	[704]	PMC1168874_T311
PMC1182379	PMC1182379_5	[1279]	[1418]	['However, because of concerns about effectiveness ( i.e ., Will women consistently follow hygienic practices as the result of interventions?']	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[1279]	[1286]	PMC1182379_T323
PMC1184067	PMC1184067_20	[3014]	[3175]	['Despite a longstanding call for family physicians to provide preventive care in Japan,[7] we hypothesized that few FP/GPs are providing preconception counseling.']	Despite	ALTERNATIVE_OPTIONS_CONTROVERSY	[3014]	[3021]	PMC1184067_T231
PMC1187906	PMC1187906_3	[566]	[784]	['In developed countries, discretionary (alternatively "disposable") income refers to funds available after obligate payments (rent, heat, and the cost of getting to work) and payment for necessities (food and clothing).']	alternatively	ALTERNATIVE_OPTIONS_CONTROVERSY	[605]	[618]	PMC1187906_T195
PMC1247491	PMC1247491_3	[434]	[632]	['But regular daily intake may not be sufficient during pregnancy due to metabolic changes in the mother-to-be, and recent studies suggest that detection and treatment may be needed long before birth.']	But	ALTERNATIVE_OPTIONS_CONTROVERSY	[434]	[437]	PMC1247491_T51
PMC1247630	PMC1247630_6	[759]	[953]	['The effect of maternal diet on child leukemia risk has not been rigorously studied; the few studies that have been done have focused on specific dietary factors, and the results have been mixed.']	mixed	ALTERNATIVE_OPTIONS_CONTROVERSY	[947]	[952]	PMC1247630_T34
PMC1252725	PMC1252725_7	[1534]	[1701]	['In addition, the intravenous infusion of drugs has some, but limited efficacy to prevent the adverse effects of hyperemesis gravidarum and threatened preterm delivery.']	but	ALTERNATIVE_OPTIONS_CONTROVERSY	[1591]	[1594]	PMC1252725_T133
PMC1280409	PMC1280409_7	[1242]	[1401]	['Over the past 20 years, researchers have theorized that exposures that elevate the risk of later developing schizophrenia may occur during the prenatal period.']	theorized	ALTERNATIVE_OPTIONS_CONTROVERSY	[1283]	[1292]	PMC1280409_T255
PMC1281283	PMC1281283_1	[211]	[327]	['We endeavored to study whether maternal fish consumption during pregnancy harms or benefits fetal brain development.']	whether ... or	ALTERNATIVE_OPTIONS_CONTROVERSY	[234, 291]	[241, 293]	PMC1281283_T202
PMC1281295	PMC1281295_7	[1325]	[1480]	['Emphasis on personal rather than environmental sampling in conjunction with urine or blood sampling is likely to be most effective at classifying exposure.']	rather	ALTERNATIVE_OPTIONS_CONTROVERSY	[1346]	[1352]	PMC1281295_T353
PMC1361787	PMC1361787_13	[2449]	[2681]	['While early studies focused on the validity of FFQs for assessing intakes of calories, protein, and a small number of micronutrients during pregnancy [21,22], several recent studies have examined a larger group of nutrients [15-17].']	While	ALTERNATIVE_OPTIONS_CONTROVERSY	[2449]	[2454]	PMC1361787_T167
PMC1409785	PMC1409785_22	[3032]	[3192]	['Fortunately however, these complications can be avoided by the appropriate use of phototherapy and exchange blood transfusion to control serum bilirubin levels.']	however	ALTERNATIVE_OPTIONS_CONTROVERSY	[3044]	[3051]	PMC1409785_T90
PMC1448690	PMC1448690_5	[1077]	[1141]	['It would however be helpful if the hypothesis were renamed, e.g.']	however	ALTERNATIVE_OPTIONS_CONTROVERSY	[1086]	[1093]	PMC1448690_T1360
PMC1459875	PMC1459875_17	[2708]	[2938]	['Since the publication of the initial report, a large body of literature has continued to accrue, which addressing not only birth weight but also other outcomes related to labor, delivery, and maternal postpartum weight status [3].']	other	ALTERNATIVE_OPTIONS_CONTROVERSY	[2853]	[2858]	PMC1459875_T165
PMC1481554	PMC1481554_14	[1944]	[2143]	['However, proving the ability of folic acid supplementation to prevent neural tube defects, has led to the recommendation to start prenatal micronutrient supplementation when planning pregnancy [3,4].']	However	ALTERNATIVE_OPTIONS_CONTROVERSY	[1944]	[1951]	PMC1481554_T121
